"Name","activation","batch_size","hidden_layers","lr","max_epochs","optimizer","epoch","f1_score_val_final","precision_val_final","recall_val_final","accuracy_val_final","Agent","State","Notes","User","Tags","Created","Runtime","method","metric.name","parameters.activations","parameters.batch_sizes","parameters.hidden_layerss","parameters.lrs","parameters.max_epochss","parameters.optimizers","train_accuracy","train_f1","train_loss","train_precision","train_recall","validation_accuracy","validation_f1","validation_loss","validation_precision","validation_recall"
"bgd_tanh_2_0.01_32_200","tanh","32","[16,16]","0.01","200","bgd","200","0.23913844419841937","0.24134197851192984","0.23697478385683704","0.5526315789473685","","finished","-","","","2024-10-07T14:55:53.000Z","4","","","","","","","","","0.5185995623632386","0.2314062804894588","1.137965515020971","0.23461874293850005","0.22828060156379656","0.5526315789473685","0.23913844419841937","1.2091754190600863","0.24134197851192984","0.23697478385683704"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,16]","0.002","800","bgd","800","0.13656364271901278","0.12384462128760258","0.15219420760003358","0.35964912280701755","","finished","-","","","2024-10-07T14:33:16.000Z","4","","","","","","","","","0.4037199124726477","0.147524503153824","1.430864016372576","0.1341291804711668","0.16389222600755549","0.35964912280701755","0.13656364271901278","1.4814255905920162","0.12384462128760258","0.15219420760003358"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","mbgd","200","0.20182157744550025","0.1842105227377656","0.22315592432920892","0.5614035087719298","","finished","-","","","2024-10-07T14:50:22.000Z","4","","","","","","","","","0.5361050328227571","0.1927155135657352","1.154525331849632","0.17552966383392418","0.21363189653850911","0.5614035087719298","0.20182157744550025","1.1986205115089177","0.1842105227377656","0.22315592432920892"
"bgd_sigmoid_3_0.01_32_800","sigmoid","32","[8,8,8]","0.01","800","bgd","800","0.18090913133268252","0.1876876499607839","0.17460317114623636","0.4649122807017544","","finished","-","","","2024-10-07T14:45:51.000Z","6","","","","","","","","","0.437636761487965","0.1593633822497766","1.1828783970070396","0.14855450881803847","0.17186859610690364","0.4649122807017544","0.18090913133268252","1.214897890708157","0.1876876499607839","0.17460317114623636"
"bgd_sigmoid_3_0.05_32_800","sigmoid","32","[8,8,8]","0.05","800","bgd","800","0.19146983418549912","0.18858486746218736","0.19444444051509505","0.5087719298245614","","finished","-","","","2024-10-07T14:16:22.000Z","5","","","","","","","","","0.4671772428884026","0.17028198254321403","1.15793323045804","0.15812526432596655","0.1844635999836611","0.5087719298245614","0.19146983418549912","1.1854485782380626","0.18858486746218736","0.19444444051509505"
"sgd_tanh_1_0.01_32_800","tanh","32","[8]","0.01","800","sgd","800","0.2747889974396623","0.2727642177758505","0.2768440625522108","0.5964912280701754","","finished","-","","","2024-10-07T14:21:28.000Z","22","","","","","","","","","0.6717724288840262","0.44948735755251257","0.7845261885734448","0.5783286507941315","0.36759398392817205","0.5964912280701754","0.2747889974396623","0.9128798485941028","0.2727642177758505","0.2768440625522108"
"bgd_tanh_2_0.002_32_200","tanh","32","[8,16]","0.002","200","bgd","200","0.1043247249339948","0.08324304605372053","0.13970587001393958","0.2719298245614035","","finished","-","","","2024-10-07T14:16:10.000Z","8","","","","","","","","","0.25820568927789933","0.16135312519981382","2.181023123972517","0.1409738666549637","0.18862015734161655","0.2719298245614035","0.1043247249339948","2.1272039725426177","0.08324304605372053","0.13970587001393958"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,16]","0.002","800","bgd","800","0.0909090897284534","0.06249999944196429","0.16666666269841282","0.3684210526315789","","finished","-","","","2024-10-07T14:31:47.000Z","10","","","","","","","","","0.3938730853391685","0.09478672970807785","1.2969534262817393","0.0668151446917426","0.16304347781781664","0.3684210526315789","0.0909090897284534","1.3309482114674902","0.06249999944196429","0.16666666269841282"
"sgd_relu_2_0.05_16_800","relu","16","[16,8]","0.05","800","sgd","58","0.2573984953404604","0.2761437457292276","0.24103640889991307","0.5789473684210527","","finished","-","","","2024-10-07T14:23:17.000Z","11","","","","","","","","","0.6334792122538293","0.35490140930381764","0.8634621466890597","0.43776538564129","0.2984148871627809","0.5701754385964912","0.2551279903340287","1.028044593022438","0.2742896968295065","0.2384687151894223"
"sgd_sigmoid_1_0.01_32_800","sigmoid","32","[16]","0.01","800","sgd","800","0.27353213905461904","0.27339495591948654","0.27366945992938385","0.6052631578947368","","finished","-","","","2024-10-07T14:46:42.000Z","26","","","","","","","","","0.6444201312910285","0.3552473453106542","0.8257113220044736","0.40240916235503327","0.3179804596068117","0.6052631578947368","0.27353213905461904","0.8988293879753715","0.27339495591948654","0.27366945992938385"
"mbgd_tanh_2_0.01_32_800","tanh","32","[16,8]","0.01","800","mbgd","463","0.27084349321264534","0.2681649464798155","0.27357608876007955","0.5877192982456141","","finished","-","","","2024-10-07T14:14:46.000Z","9","","","","","","","","","0.6389496717724289","0.3117689553306199","0.890324960744483","0.31123858283553707","0.3123011384954833","0.5701754385964912","0.2668213400527531","1.0143976975811697","0.26454134153256476","0.26914098142073856"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.08974358859303092","0.06140350823330256","0.16666666269841282","0.3684210526315789","","finished","-","","","2024-10-07T14:19:59.000Z","5","","","","","","","","","0.4026258205689278","0.0957585218385243","1.5972858368007794","0.06717780204398197","0.1666666662137681","0.3684210526315789","0.08974358859303092","1.6372776372573068","0.06140350823330256","0.16666666269841282"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","bgd","800","0.17868566944427008","0.1628411881522243","0.19794584068987084","0.4824561403508772","","finished","-","","","2024-10-07T14:40:57.000Z","20","","","","","","","","","0.4671772428884026","0.23978029808570733","1.1759851807051245","0.3239075977773767","0.19034318100984648","0.4824561403508772","0.17868566944427008","1.222193974571239","0.1628411881522243","0.19794584068987084"
"mbgd_sigmoid_1_0.01_32_200","sigmoid","32","[8]","0.01","200","mbgd","200","0.15129473079966424","0.13756613502561524","0.16806722332854718","0.42105263157894735","","finished","-","","","2024-10-07T14:55:58.000Z","5","","","","","","","","","0.4048140043763676","0.1470671304243121","1.161027541429669","0.13480870315371962","0.16177792327410104","0.42105263157894735","0.15129473079966424","1.1822641458366363","0.13756613502561524","0.16806722332854718"
"bgd_signum_1_0.05_32_200","signum","32","[8]","0.05","200","bgd","200","0.16046938147013143","0.14761904471655338","0.17577030422659268","0.42105263157894735","","finished","-","","","2024-10-07T14:01:15.000Z","9","","","","","","","","","0.4671772428884026","0.18897872619775327","1.327925533774072","0.18404820149372547","0.1941806933891194","0.42105263157894735","0.16046938147013143","1.4751983128730093","0.14761904471655338","0.17577030422659268"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.03875968932155521","0.02192982436903663","0.1666666555555563","0.13157894736842105","","finished","-","","","2024-10-07T14:29:00.000Z","4","","","","","","","","","0.12800875273522977","0.037827352011974104","2.507963182081586","0.02133479209919607","0.16666666524216525","0.13157894736842105","0.03875968932155521","2.461621145812537","0.02192982436903663","0.1666666555555563"
"bgd_sigmoid_3_0.002_32_800","sigmoid","32","[8,8,8]","0.002","800","bgd","800","0.1595567905259287","0.150191225105796","0.1701680638068954","0.4473684210526316","","finished","-","","","2024-10-07T14:48:51.000Z","4","","","","","","","","","0.42669584245076586","0.15282297387642363","1.3107012028461684","0.14041738661331002","0.16763300504430126","0.4473684210526316","0.1595567905259287","1.3010470794381768","0.150191225105796","0.1701680638068954"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","bgd","800","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:17:07.000Z","6","","","","","","","","","0.4256017505470459","0.14390861019217918","1.4052097023785342","0.12659078850881408","0.1667155653102738","0.4473684210526316","0.1030303017814509","1.4152500783237167","0.07456140285472454","0.16666666339869288"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:49:24.000Z","9","","","","","","","","","0.4256017505470459","0.09951394203195608","1.5732020628778915","0.07093362501356641","0.16666666623821766","0.4473684210526316","0.1030303017814509","1.5411344971849084","0.07456140285472454","0.16666666339869288"
"mbgd_tanh_1_0.01_16_800","tanh","16","[8]","0.01","800","mbgd","381","0.2686734595475476","0.2729603557857787","0.26451913435716795","0.6228070175438597","","finished","-","","","2024-10-07T14:18:47.000Z","5","","","","","","","","","0.6192560175054704","0.29589236344066083","0.918481100428015","0.3004066437197799","0.2915117488094821","0.6228070175438597","0.2842634030464907","0.9483336587917676","0.28918649355638665","0.2795051274320058"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.0028985506742281045","0.0014619882912691089","0.16666650000016667","0.008771929824561403","","finished","-","","","2024-10-07T14:42:41.000Z","9","","","","","","","","","0.01312910284463895","0.0043196544183160815","2.8087001277559094","0.0021881838050457508","0.16666665277777895","0.008771929824561403","0.0028985506742281045","2.8478391942092705","0.0014619882912691089","0.16666650000016667"
"bgd_tanh_2_0.002_32_800","tanh","32","[16,8]","0.002","800","bgd","800","0.19524227766917693","0.18063614531101935","0.21241829602167675","0.5175438596491229","","finished","-","","","2024-10-07T14:14:23.000Z","6","","","","","","","","","0.5459518599562363","0.21976739139192827","1.188441075469491","0.2165632727389488","0.2230677456752593","0.5175438596491229","0.19524227766917693","1.2293490949675858","0.18063614531101935","0.21241829602167675"
"mbgd_sigmoid_3_0.002_32_800","sigmoid","32","[8,8,8]","0.002","800","mbgd","800","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:35:49.000Z","11","","","","","","","","","0.4256017505470459","0.09951394203195608","1.1629932157551497","0.07093362501356641","0.16666666623821766","0.4473684210526316","0.1030303017814509","1.1957005575024535","0.07456140285472454","0.16666666339869288"
"mbgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","mbgd","800","0.2037438953911875","0.185507243001237","0.2259570446557709","0.5614035087719298","","finished","-","","","2024-10-07T14:36:39.000Z","10","","","","","","","","","0.5382932166301969","0.1946832988907534","1.1052917986595518","0.17749020557665504","0.2155645741506763","0.5614035087719298","0.2037438953911875","1.1437350125326786","0.185507243001237","0.2259570446557709"
"mbgd_sigmoid_2_0.01_32_200","sigmoid","32","[8,16]","0.01","200","mbgd","200","0.17520523401145435","0.15789473389889205","0.1967787073760878","0.5","","finished","-","","","2024-10-07T14:40:18.000Z","4","","","","","","","","","0.47811816192560175","0.17212968424624908","1.1368904661135315","0.1571347271544299","0.1902884108880887","0.5","0.17520523401145435","1.185404575315563","0.15789473389889205","0.1967787073760878"
"sgd_relu_2_0.002_16_800","relu","16","[8,16]","0.002","800","sgd","532","0.28951098035639716","0.29301711555125143","0.286087759293731","0.5964912280701754","","finished","-","","","2024-10-07T14:29:11.000Z","25","","","","","","","","","0.6663019693654267","0.4022096195143291","0.788759278948498","0.4435460321799982","0.3679210966216558","0.5964912280701754","0.28951098035639716","1.0477182984960196","0.29301711555125143","0.286087759293731"
"sgd_sigmoid_2_0.05_16_800","sigmoid","16","[16,8]","0.05","800","sgd","582","0.33105098617361833","0.3387514968791229","0.3236927905006575","0.5789473684210527","","finished","-","","","2024-10-07T14:24:35.000Z","25","","","","","","","","","0.7089715536105032","0.6225199085485523","0.7257567002568273","0.7014749605503648","0.5595404088354651","0.5789473684210527","0.33105098617361833","1.1189853096879547","0.3387514968791229","0.3236927905006575"
"mbgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","mbgd","200","0.15381592859839818","0.1411347476475028","0.16900093025968566","0.43859649122807015","","finished","-","","","2024-10-07T14:33:54.000Z","5","","","","","","","","","0.4420131291028446","0.15426735647477277","1.1702806918727302","0.1380788191237852","0.1747559698901149","0.43859649122807015","0.15381592859839818","1.202742959532852","0.1411347476475028","0.16900093025968566"
"mbgd_signum_1_0.002_16_200","signum","16","[8]","0.002","200","mbgd","200","0.20145836470112116","0.18424317286898617","0.22222221739807044","0.543859649122807","","finished","-","","","2024-10-07T14:25:02.000Z","4","","","","","","","","","0.5","0.18623296320117336","1.1448092711834037","0.17263365110779114","0.2021580785211966","0.543859649122807","0.20145836470112116","1.1623755378713816","0.18424317286898617","0.22222221739807044"
"bgd_tanh_2_0.002_32_200","tanh","32","[16,8]","0.002","200","bgd","200","0.19076182629302932","0.17788461210684356","0.205648921821343","0.5087719298245614","","finished","-","","","2024-10-07T14:50:44.000Z","8","","","","","","","","","0.4824945295404814","0.2199465661533682","1.3479322510589042","0.20613275624459948","0.2357448019112925","0.5087719298245614","0.19076182629302932","1.327393747032516","0.17788461210684356","0.205648921821343"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","bgd","200","0.0029239765568893007","0.001474926240634871","0.16666650000016667","0.008771929824561403","","finished","-","","","2024-10-07T14:37:18.000Z","14","","","","","","","","","0.014223194748358862","0.11314182284380438","2.2126448072111957","0.08552627412042325","0.1670951017912448","0.008771929824561403","0.0029239765568893007","2.1560154550242516","0.001474926240634871","0.16666650000016667"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.1512880008849375","0.09842696499445358","0.3267972158145971","0.43859649122807015","","finished","-","","","2024-10-07T14:17:18.000Z","5","","","","","","","","","0.3741794310722101","0.10724364984526125","2.4041506902401335","0.08456973281221108","0.14652956260532246","0.43859649122807015","0.1512880008849375","2.3220000066794757","0.09842696499445358","0.3267972158145971"
"bgd_tanh_2_0.002_32_800","tanh","32","[8,16]","0.002","800","bgd","800","0.20492607233617377","0.18621028156087815","0.22782445828462117","0.5701754385964912","","finished","-","","","2024-10-07T14:58:38.000Z","9","","","","","","","","","0.5076586433260394","0.1834316529856683","1.2055541868914723","0.167167772637033","0.2032012587332112","0.5701754385964912","0.20492607233617377","1.2928226960259808","0.18621028156087815","0.22782445828462117"
"mbgd_tanh_2_0.002_32_800","tanh","32","[8,16]","0.002","800","mbgd","800","0.2547311009008273","0.2507222732489417","0.25887020681220235","0.5614035087719298","","finished","-","","","2024-10-07T14:42:08.000Z","6","","","","","","","","","0.5919037199124726","0.2827458865189644","0.9424808184094792","0.28216998912666164","0.2833241394848832","0.5614035087719298","0.2547311009008273","1.0000353107906967","0.2507222732489417","0.25887020681220235"
"bgd_sigmoid_3_0.01_32_200","sigmoid","32","[8,8,8]","0.01","200","bgd","200","0.08974358859303092","0.06140350823330256","0.16666666269841282","0.3684210526315789","","finished","-","","","2024-10-07T14:41:45.000Z","4","","","","","","","","","0.4026258205689278","0.09568382720382138","1.328716883865643","0.06710430335473636","0.1666666662137681","0.3684210526315789","0.08974358859303092","1.3454405176094852","0.06140350823330256","0.16666666269841282"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.284284661348844","0.2313694860221525","0.3685805947972358","0.5263157894736842","","finished","-","","","2024-10-07T14:09:33.000Z","10","","","","","","","","","0.4485776805251641","0.16326066526417105","1.5630885696382175","0.15099633250960523","0.17769340701133127","0.5263157894736842","0.284284661348844","1.5612712470166543","0.2313694860221525","0.3685805947972358"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.19729269044972148","0.2291665827753393","0.17320261028267528","0.38596491228070173","","finished","-","","","2024-10-07T14:50:15.000Z","4","","","","","","","","","0.40153172866520787","0.0954983084639631","1.6460046481985484","0.06699525366886244","0.16621376766427418","0.38596491228070173","0.19729269044972148","1.6597106317146944","0.2291665827753393","0.17320261028267528"
"bgd_sigmoid_2_0.01_32_200","sigmoid","32","[16,8]","0.01","200","bgd","200","0.09853249351950742","0.0725308635259488","0.15359476823016796","0.412280701754386","","finished","-","","","2024-10-07T14:12:40.000Z","9","","","","","","","","","0.4102844638949672","0.14476425378537006","1.4068863149809303","0.13096683801670103","0.16181112966472452","0.412280701754386","0.09853249351950742","1.4090419661539486","0.0725308635259488","0.15359476823016796"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,8]","0.002","200","bgd","200","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:45:28.000Z","4","","","","","","","","","0.4256017505470459","0.09951394203195608","1.5588138511577363","0.07093362501356641","0.16666666623821766","0.4473684210526316","0.1030303017814509","1.5448539647807888","0.07456140285472454","0.16666666339869288"
"mbgd_tanh_2_0.05_32_800","tanh","32","[8,8]","0.05","800","mbgd","68","0.3087261800431512","0.3149382570117068","0.3027544260397627","0.6491228070175439","","finished","-","","","2024-10-07T14:10:28.000Z","4","","","","","","","","","0.5787746170678337","0.2922161278324855","0.945584114219706","0.301575429839541","0.28342026583445734","0.5877192982456141","0.2887708577346441","0.9969658943836596","0.2898276480871319","0.2877217460730832"
"mbgd_sigmoid_2_0.01_32_200","sigmoid","32","[16,16]","0.01","200","mbgd","200","0.20530599287537235","0.18683862087755632","0.22782445828462117","0.5701754385964912","","finished","-","","","2024-10-07T14:02:05.000Z","9","","","","","","","","","0.5361050328227571","0.19343024675666523","1.052409421643273","0.17615435403579963","0.21446318076346385","0.5701754385964912","0.20530599287537235","1.0932230704837842","0.18683862087755632","0.22782445828462117"
"mbgd_tanh_2_0.002_32_200","tanh","32","[16,16]","0.002","200","mbgd","200","0.24322806589771231","0.258400513634394","0.22973855619093408","0.5350877192982456","","finished","-","","","2024-10-07T14:26:52.000Z","9","","","","","","","","","0.5579868708971554","0.24902883087703429","1.0441908442506536","0.2572302587523326","0.24133422583097927","0.5350877192982456","0.24322806589771231","1.0508422041065102","0.258400513634394","0.22973855619093408"
"bgd_signum_2_0.05_32_800","signum","32","[8,16]","0.05","800","bgd","800","0.18273227257779057","0.16656124520722512","0.2023809480292118","0.5","","finished","-","","","2024-10-07T14:24:24.000Z","7","","","","","","","","","0.4704595185995624","0.17100625742456552","1.1191795826503708","0.15644201194443788","0.18856064366728784","0.5","0.18273227257779057","1.1584880193158338","0.16656124520722512","0.2023809480292118"
"bgd_relu_3_0.002_32_200","relu","32","[8,8,8]","0.002","200","bgd","200","0.08783783665084005","0.06132075413848345","0.1547619010770976","0.34210526315789475","","finished","-","","","2024-10-07T14:03:56.000Z","8","","","","","","","","","0.3851203501094092","0.10100221283907676","1.7052297349920968","0.07134502910844362","0.1728562786038528","0.34210526315789475","0.08783783665084005","1.7110190595085415","0.06132075413848345","0.1547619010770976"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.011299434836732744","0.005847953165076435","0.16666662500001042","0.03508771929824561","","finished","-","","","2024-10-07T14:55:03.000Z","4","","","","","","","","","0.02735229759299781","0.008874689366969068","2.704858351526227","0.004558716260511981","0.16666666000000027","0.03508771929824561","0.011299434836732744","2.772743300348518","0.005847953165076435","0.16666662500001042"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.05651197277455478","0.04940170821705022","0.06601306903242359","0.11403508771929824","","finished","-","","","2024-10-07T14:52:03.000Z","11","","","","","","","","","0.13347921225382933","0.06588721568416211","1.9706604998279769","0.0526098242753704","0.08812866600180669","0.11403508771929824","0.05651197277455478","2.001680807936364","0.04940170821705022","0.06601306903242359"
"bgd_sigmoid_2_0.01_32_800","sigmoid","32","[16,16]","0.01","800","bgd","800","0.19356767015490908","0.1754092851108168","0.21591969666330593","0.543859649122807","","finished","-","","","2024-10-07T14:46:31.000Z","4","","","","","","","","","0.5120350109409191","0.18376618108225865","1.137685664663691","0.1670295028117755","0.2042304677782884","0.543859649122807","0.19356767015490908","1.1761466504445162","0.1754092851108168","0.21591969666330593"
"mbgd_signum_2_0.01_32_200","signum","32","[8,8]","0.01","200","mbgd","200","0.18299088446653453","0.1878930655426773","0.17833799770365674","0.40350877192982454","","finished","-","","","2024-10-07T14:22:06.000Z","10","","","","","","","","","0.437636761487965","0.1892106517536543","1.1568270604221929","0.1992523420447682","0.18013253928439468","0.40350877192982454","0.18299088446653453","1.233590149309396","0.1878930655426773","0.17833799770365674"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.08904109467066995","0.06249999939903847","0.1547619010770976","0.34210526315789475","","finished","-","","","2024-10-07T14:51:19.000Z","5","","","","","","","","","0.387308533916849","0.1126574337617124","1.8028489010310955","0.07982033903757463","0.19139492577338343","0.34210526315789475","0.08904109467066995","1.8926238586998176","0.06249999939903847","0.1547619010770976"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.18244358988237144","0.17728757281254073","0.18790849293083256","0.49122807017543857","","finished","-","","","2024-10-07T14:38:43.000Z","4","","","","","","","","","0.449671772428884","0.16305254678023756","1.2873064571906958","0.1510378818169613","0.1771438745836739","0.49122807017543857","0.18244358988237144","1.304233551354815","0.17728757281254073","0.18790849293083256"
"bgd_tanh_2_0.002_32_800","tanh","32","[16,8]","0.002","800","bgd","800","0.15415521275622274","0.14073716663584182","0.17040149018953996","0.412280701754386","","finished","-","","","2024-10-07T14:38:54.000Z","9","","","","","","","","","0.43326039387308535","0.17416733517550512","1.2298322438255656","0.17320920259576536","0.17513612682447763","0.412280701754386","0.15415521275622274","1.3218781881484736","0.14073716663584182","0.17040149018953996"
"bgd_tanh_2_0.002_32_200","tanh","32","[8,16]","0.002","200","bgd","200","0.18885484938157948","0.1903376713845768","0.18739495257342176","0.42105263157894735","","finished","-","","","2024-10-07T14:43:04.000Z","9","","","","","","","","","0.4113785557986871","0.21581620342039348","1.457620635300119","0.2087403154561611","0.2233886409358289","0.42105263157894735","0.18885484938157948","1.5103797314985743","0.1903376713845768","0.18739495257342176"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","mbgd","200","0.15129473079966424","0.13756613502561524","0.16806722332854718","0.42105263157894735","","finished","-","","","2024-10-07T14:39:21.000Z","5","","","","","","","","","0.4190371991247265","0.15244113531373368","1.1713600555979715","0.13948073171052935","0.16805679699397147","0.42105263157894735","0.15129473079966424","1.199935373067761","0.13756613502561524","0.16806722332854718"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,8]","0.002","200","bgd","200","0.011299434836732744","0.005847953165076435","0.16666662500001042","0.03508771929824561","","finished","-","","","2024-10-07T14:53:45.000Z","4","","","","","","","","","0.02735229759299781","0.008874689366969068","2.7774938438026857","0.004558716260511981","0.16666666000000027","0.03508771929824561","0.011299434836732744","2.7234148688335535","0.005847953165076435","0.16666662500001042"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","mbgd","200","0.13167910706205804","0.11952026257486248","0.14659196694690957","0.35964912280701755","","finished","-","","","2024-10-07T14:50:56.000Z","5","","","","","","","","","0.412472647702407","0.15007673163697072","1.1677865189749597","0.1374613590107671","0.16524160755289555","0.35964912280701755","0.13167910706205804","1.2045419243788766","0.11952026257486248","0.14659196694690957"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","bgd","800","0.14953844723487736","0.13575757249669432","0.16643323654919492","0.4298245614035088","","finished","-","","","2024-10-07T14:35:37.000Z","5","","","","","","","","","0.449671772428884","0.20682607135093156","1.3206326899939378","0.23540766604189775","0.18443342201941548","0.4298245614035088","0.14953844723487736","1.339188644741924","0.13575757249669432","0.16643323654919492"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.09474541515987904","0.06315789148661143","0.18954231654508533","0.07017543859649122","","finished","-","","","2024-10-07T14:45:01.000Z","4","","","","","","","","","0.08315098468271334","0.07281052184958099","2.072768382437782","0.05106938987302553","0.12678519604951508","0.07017543859649122","0.09474541515987904","2.0341793723372477","0.06315789148661143","0.18954231654508533"
"mbgd_tanh_2_0.01_32_200","tanh","32","[16,8]","0.01","200","mbgd","200","0.2528530011642689","0.25846559159900734","0.24747898531487125","0.5789473684210527","","finished","-","","","2024-10-07T14:16:33.000Z","6","","","","","","","","","0.5754923413566739","0.31493447264109603","0.9585516692580036","0.4295050283901583","0.24861608121371065","0.5789473684210527","0.2528530011642689","1.0076766394048982","0.25846559159900734","0.24747898531487125"
"bgd_sigmoid_2_0.05_16_200","sigmoid","16","[8,16]","0.05","200","bgd","200","0.13988176889578555","0.12698412476101556","0.15569560824166276","0.38596491228070173","","finished","-","","","2024-10-07T14:37:35.000Z","5","","","","","","","","","0.3938730853391685","0.14278637363263438","1.1827010946098293","0.13032372593831854","0.15788462571589176","0.38596491228070173","0.13988176889578555","1.2228798328043275","0.12698412476101556","0.15569560824166276"
"bgd_sigmoid_2_0.01_32_800","sigmoid","32","[8,16]","0.01","800","bgd","800","0.1454932547502327","0.13157894488688834","0.16269840929149446","0.412280701754386","","finished","-","","","2024-10-07T14:42:19.000Z","6","","","","","","","","","0.4562363238512035","0.16540489960091304","1.1860041202985998","0.15167624482869832","0.18186612783494005","0.412280701754386","0.1454932547502327","1.2081539027223878","0.13157894488688834","0.16269840929149446"
"bgd_tanh_2_0.01_32_200","tanh","32","[16,8]","0.01","200","bgd","200","0.18333307258712989","0.16869918334665637","0.2007469612498595","0.5087719298245614","","finished","-","","","2024-10-07T14:19:37.000Z","8","","","","","","","","","0.4420131291028446","0.19978672273673337","1.194375889397956","0.22810019881842317","0.17772605612895878","0.5087719298245614","0.18333307258712989","1.2164993663866448","0.16869918334665637","0.2007469612498595"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,8]","0.002","800","bgd","800","0.10020449774800208","0.072916666015625","0.16013071581443042","0.4298245614035088","","finished","-","","","2024-10-07T14:32:04.000Z","9","","","","","","","","","0.4201312910284464","0.12503053121821478","1.4211355204519314","0.10080874913864256","0.16457332024294455","0.4298245614035088","0.10020449774800208","1.437867033781142","0.072916666015625","0.16013071581443042"
"bgd_sigmoid_3_0.01_32_800","sigmoid","32","[8,8,8]","0.01","800","bgd","800","0.1727865898561656","0.16346152935774247","0.1832399589754203","0.4824561403508772","","finished","-","","","2024-10-07T14:05:30.000Z","9","","","","","","","","","0.42669584245076586","0.1540828732173119","1.1899535417626697","0.1425241411657704","0.16768190411635744","0.4824561403508772","0.1727865898561656","1.217228522965887","0.16346152935774247","0.1832399589754203"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.1432966634150588","0.09625988283207382","0.2802285796770564","0.21052631578947367","","finished","-","","","2024-10-07T14:01:43.000Z","9","","","","","","","","","0.212253829321663","0.14946190353194527","1.7563953154502312","0.11937274665550292","0.19983154787031743","0.21052631578947367","0.1432966634150588","1.7500771687293473","0.09625988283207382","0.2802285796770564"
"mbgd_tanh_2_0.01_32_200","tanh","32","[16,8]","0.01","200","mbgd","200","0.30572704226564323","0.3035944438829867","0.3078898134607441","0.6666666666666666","","finished","-","","","2024-10-07T14:36:28.000Z","4","","","","","","","","","0.6170678336980306","0.3649413749901477","0.929070716255143","0.47203569921276695","0.29745540749773036","0.6666666666666666","0.30572704226564323","1.0029278462715394","0.3035944438829867","0.3078898134607441"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","bgd","200","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:47:49.000Z","5","","","","","","","","","0.4256017505470459","0.09982037449347646","1.7718278456120875","0.07124542116712958","0.16666666623821766","0.4473684210526316","0.1030303017814509","1.7434428730370344","0.07456140285472454","0.16666666339869288"
