"Name","activation","batch_size","hidden_layers","lr","max_epochs","optimizer","epoch","f1_score_val_final","precision_val_final","recall_val_final","accuracy_val_final","Agent","State","Notes","User","Tags","Created","Runtime","method","metric.name","parameters.activations","parameters.batch_sizes","parameters.hidden_layerss","parameters.lrs","parameters.max_epochss","parameters.optimizers","train_accuracy","train_f1","train_loss","train_precision","train_recall","validation_accuracy","validation_f1","validation_loss","validation_precision","validation_recall"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.011299434836732744","0.005847953165076435","0.16666662500001042","0.03508771929824561","","finished","-","","","2024-10-07T14:39:10.000Z","8","","","","","","","","","0.02735229759299781","0.008874689366969068","2.3505499521303412","0.004558716260511981","0.16666666000000027","0.03508771929824561","0.011299434836732744","2.2787489419189333","0.005847953165076435","0.16666662500001042"
"bgd_relu_3_0.002_16_800","relu","16","[8,8,8]","0.002","800","bgd","800","0.20801181293711304","0.1932195314222661","0.22525676457413044","0.5614035087719298","","finished","-","","","2024-10-07T14:21:17.000Z","9","","","","","","","","","0.4726477024070022","0.17316258216107058","1.232606360188995","0.159895319701766","0.18883075282954564","0.5614035087719298","0.20801181293711304","1.3302990650846986","0.1932195314222661","0.22525676457413044"
"sgd_signum_2_0.05_32_800","signum","32","[8,16]","0.05","800","sgd","800","0.20130508502977887","0.20172489708566343","0.20088701669662648","0.4824561403508772","","finished","-","","","2024-10-07T14:17:29.000Z","35","","","","","","","","","0.5306345733041575","0.245293717103222","1.08049577431064","0.250596828081111","0.24021040286422415","0.4824561403508772","0.20130508502977887","1.2533454522659553","0.20172489708566343","0.20088701669662648"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.0028985506742281045","0.0014619882912691089","0.16666650000016667","0.008771929824561403","","finished","-","","","2024-10-07T14:30:55.000Z","5","","","","","","","","","0.005470459518599562","0.09594956203614367","1.9500448519303593","0.06721913952057082","0.1675724082101175","0.008771929824561403","0.0028985506742281045","1.9888903303352403","0.0014619882912691089","0.16666650000016667"
"mbgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,8]","0.002","800","mbgd","800","0.18816012599353435","0.1708430751277055","0.20938374907904347","0.5263157894736842","","finished","-","","","2024-10-07T14:54:47.000Z","10","","","","","","","","","0.5065645514223195","0.1828412535704051","1.0984050320511105","0.16652683231284346","0.20269946111166107","0.5263157894736842","0.18816012599353435","1.142874786946529","0.1708430751277055","0.20938374907904347"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","bgd","800","0.15538422427807366","0.14465407705515143","0.16783379624562253","0.3771929824561403","","finished","-","","","2024-10-07T14:35:25.000Z","9","","","","","","","","","0.4146608315098469","0.16302115163273","1.2520658907348827","0.15604845051443855","0.1706461192810501","0.3771929824561403","0.15538422427807366","1.2794482330721226","0.14465407705515143","0.16783379624562253"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.04330708258416555","0.1249999687500078","0.02619047461451257","0.02631578947368421","","finished","-","","","2024-10-07T14:49:35.000Z","6","","","","","","","","","0.047045951859956234","0.13608885863516884","3.2032324738593565","0.13534099757675744","0.13684503061012707","0.02631578947368421","0.04330708258416555","3.323344456424511","0.1249999687500078","0.02619047461451257"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.0028985506742281045","0.0014619882912691089","0.16666650000016667","0.008771929824561403","","finished","-","","","2024-10-07T14:49:47.000Z","10","","","","","","","","","0.01312910284463895","0.0043196544183160815","2.155264451394765","0.0021881838050457508","0.16666665277777895","0.008771929824561403","0.0028985506742281045","2.190379528341902","0.0014619882912691089","0.16666650000016667"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.16561931946167707","0.14908765198576882","0.1862744677527978","0.08771929824561403","","finished","-","","","2024-10-07T14:07:53.000Z","13","","","","","","","","","0.06345733041575492","0.1608207114297747","2.705304191038268","0.15395359811339912","0.1683290426713052","0.08771929824561403","0.16561931946167707","2.617723004004456","0.14908765198576882","0.1862744677527978"
"mbgd_tanh_3_0.002_32_200","tanh","32","[8,8,8]","0.002","200","mbgd","200","0.29636294318085227","0.30158728722600275","0.2913165178840167","0.631578947368421","","finished","-","","","2024-10-07T14:02:39.000Z","9","","","","","","","","","0.6039387308533917","0.28434564448366983","0.9684117914529136","0.29135316556524454","0.27766729111021776","0.631578947368421","0.29636294318085227","0.9655841652289936","0.30158728722600275","0.2913165178840167"
"bgd_tanh_2_0.01_32_200","tanh","32","[16,8]","0.01","200","bgd","200","0.20583160683083945","0.1867708300650391","0.2292250184479022","0.5701754385964912","","finished","-","","","2024-10-07T14:32:48.000Z","4","","","","","","","","","0.5426695842450766","0.1970383992935379","1.2156019918069247","0.1799962889371652","0.21764511324496097","0.5701754385964912","0.20583160683083945","1.273318381424121","0.1867708300650391","0.2292250184479022"
"mbgd_tanh_3_0.01_32_800","tanh","32","[8,8,8]","0.01","800","mbgd","349","0.275466530490561","0.2708416609211783","0.28025209179110905","0.5789473684210527","","finished","-","","","2024-10-07T14:01:54.000Z","5","","","","","","","","","0.6433260393873085","0.3170915213834583","0.866919044565915","0.3183820190220175","0.31581144305884273","0.5789473684210527","0.275466530490561","0.954454296787112","0.2708416609211783","0.28025209179110905"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","mbgd","200","0.1846342764548088","0.16720778921157312","0.20611577528691225","0.5175438596491229","","finished","-","","","2024-10-07T14:44:38.000Z","5","","","","","","","","","0.5284463894967177","0.19079295344654937","1.120330018824924","0.1738694126968213","0.2113662395250905","0.5175438596491229","0.1846342764548088","1.151769025195306","0.16720778921157312","0.20611577528691225"
"bgd_relu_3_0.002_32_200","relu","32","[8,8,8]","0.002","200","bgd","200","0.08974358859303092","0.06140350823330256","0.16666666269841282","0.3684210526315789","","finished","-","","","2024-10-07T14:06:52.000Z","10","","","","","","","","","0.4026258205689278","0.09568382720382138","1.2622741905587351","0.06710430335473636","0.1666666662137681","0.3684210526315789","0.08974358859303092","1.3184521252639596","0.06140350823330256","0.16666666269841282"
"bgd_sigmoid_2_0.01_32_200","sigmoid","32","[16,8]","0.01","200","bgd","200","0.19720169725072653","0.1790685473321357","0.21942109707150848","0.543859649122807","","finished","-","","","2024-10-07T14:13:15.000Z","4","","","","","","","","","0.5218818380743983","0.18925809128260487","1.210232807043757","0.17277958576290134","0.20921118755677273","0.543859649122807","0.19720169725072653","1.221672146132624","0.1790685473321357","0.21942109707150848"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","bgd","200","NaN","0","0","0","","finished","-","","","2024-10-07T14:38:32.000Z","9","","","","","","","","","0.0032822757111597373","0.0014430014388369368","2.479414580465807","0.0007342143895239143","0.04166666319444474","0","NaN","2.535544072378661","0","0"
"sgd_tanh_1_0.002_16_800","tanh","16","[16]","0.002","800","sgd","800","0.2847744213559142","0.29161806573831706","0.2782446227154918","0.5964912280701754","","finished","-","","","2024-10-07T14:30:23.000Z","27","","","","","","","","","0.6422319474835886","0.3546408929867589","0.819876677398895","0.3971166214741024","0.32037362176983314","0.5964912280701754","0.2847744213559142","0.9410183493786374","0.29161806573831706","0.2782446227154918"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","bgd","200","0.1030303017814509","0.07456140285472454","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:36:05.000Z","5","","","","","","","","","0.4256017505470459","0.09951394203195608","1.4905435474668247","0.07093362501356641","0.16666666623821766","0.4473684210526316","0.1030303017814509","1.4743282156957132","0.07456140285472454","0.16666666339869288"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","mbgd","200","0.13298632832343965","0.12058823287485589","0.14822595395968852","0.3771929824561403","","finished","-","","","2024-10-07T14:13:37.000Z","6","","","","","","","","","0.3993435448577681","0.14388896617910432","1.190175807862999","0.13153478883419914","0.15880439398181703","0.3771929824561403","0.13298632832343965","1.2341518277016386","0.12058823287485589","0.14822595395968852"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.10502282961155944","0.08070175353647277","0.15032679443803673","0.40350877192982454","","finished","-","","","2024-10-07T14:31:19.000Z","5","","","","","","","","","0.39059080962800874","0.1142302142826677","2.0260842313586926","0.08106221793761337","0.19333761396135749","0.40350877192982454","0.10502282961155944","1.9304776851148453","0.08070175353647277","0.15032679443803673"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,8]","0.002","800","bgd","800","0.09589066382711928","0.08647342844080379","0.10760970829083272","0.2719298245614035","","finished","-","","","2024-10-07T14:47:15.000Z","9","","","","","","","","","0.3402625820568928","0.12178276912558408","1.3425972349167468","0.1106710978144056","0.1353747528223239","0.2719298245614035","0.09589066382711928","1.3570131975198287","0.08647342844080379","0.10760970829083272"
"bgd_tanh_2_0.002_32_800","tanh","32","[16,16]","0.002","800","bgd","800","0.23181166195329636","0.22985668294759276","0.2338001812340101","0.5614035087719298","","finished","-","","","2024-10-07T14:49:13.000Z","5","","","","","","","","","0.5361050328227571","0.22647878046141076","1.1877546387379585","0.22902349733082197","0.2239899916818527","0.5614035087719298","0.23181166195329636","1.2014099637266689","0.22985668294759276","0.2338001812340101"
"mbgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","mbgd","200","0.15667234850694337","0.1461949156659272","0.16876750364361437","0.4473684210526316","","finished","-","","","2024-10-07T14:56:50.000Z","5","","","","","","","","","0.4387308533916849","0.1555702792031104","1.1722630526868922","0.1416881063702545","0.1724681918725661","0.4473684210526316","0.15667234850694337","1.2045397039029089","0.1461949156659272","0.16876750364361437"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","mbgd","200","0.1273399346194922","0.11594202687577312","0.14122315290985685","0.3508771929824561","","finished","-","","","2024-10-07T14:34:17.000Z","4","","","","","","","","","0.3785557986870897","0.13801987819165748","1.1969681271611672","0.12671180165082915","0.15154404602297666","0.3508771929824561","0.1273399346194922","1.2578642937598068","0.11594202687577312","0.14122315290985685"
"bgd_relu_2_0.01_32_200","relu","32","[8,8]","0.01","200","bgd","200","0.16381098802678817","0.1609209614732788","0.1668067186120332","0.3947368421052632","","finished","-","","","2024-10-07T14:25:25.000Z","4","","","","","","","","","0.4431072210065646","0.17607453300527098","1.5104980328167932","0.1702247421883676","0.18234068960438157","0.3947368421052632","0.16381098802678817","1.4755702780414366","0.1609209614732788","0.1668067186120332"
"bgd_tanh_3_0.002_32_800","tanh","32","[8,8,8]","0.002","800","bgd","800","0.19356767015490908","0.1754092851108168","0.21591969666330593","0.543859649122807","","finished","-","","","2024-10-07T14:04:57.000Z","10","","","","","","","","","0.5306345733041575","0.19106080675227324","1.1819244525602444","0.17396635872394814","0.21188084404762908","0.543859649122807","0.19356767015490908","1.18880591316673","0.1754092851108168","0.21591969666330593"
"bgd_tanh_2_0.002_32_200","tanh","32","[16,16]","0.002","200","bgd","200","0.1105395769873929","0.10479797775290792","0.1169467762016572","0.2894736842105263","","finished","-","","","2024-10-07T14:26:36.000Z","9","","","","","","","","","0.34573304157549234","0.13072321881465915","2.0886873627198637","0.12381643482439046","0.1384460802587202","0.2894736842105263","0.1105395769873929","2.2663063675905923","0.10479797775290792","0.1169467762016572"
"mbgd_sigmoid_1_0.002_32_200","sigmoid","32","[8]","0.002","200","mbgd","200","0.15158295792893742","0.1375745925990504","0.16876750341018773","0.42105263157894735","","finished","-","","","2024-10-07T14:53:56.000Z","11","","","","","","","","","0.4824945295404814","0.1743998095013079","1.141573019633178","0.15901668931019816","0.19307798652718763","0.42105263157894735","0.15158295792893742","1.144743410780397","0.1375745925990504","0.16876750341018773"
"bgd_sigmoid_2_0.01_32_800","sigmoid","32","[16,8]","0.01","800","bgd","800","0.1714000963091708","0.15579709864848593","0.19047618640789657","0.47368421052631576","","finished","-","","","2024-10-07T14:57:01.000Z","5","","","","","","","","","0.5087527352297593","0.18384051437151996","1.1712044662241978","0.16754040177719778","0.2036541572827051","0.47368421052631576","0.1714000963091708","1.2108514617947137","0.15579709864848593","0.19047618640789657"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.04166666597222223","0.02380952358276644","0.1666666555555563","0.13157894736842105","","finished","-","","","2024-10-07T14:07:42.000Z","4","","","","","","","","","0.1291028446389497","0.04664156465863413","2.993504310996838","0.026946204941909163","0.17333333164216527","0.13157894736842105","0.04166666597222223","2.9570268902036556","0.02380952358276644","0.1666666555555563"
"mbgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,8]","0.002","800","mbgd","800","0.19661971263544228","0.1785752058777685","0.21872081698986792","0.543859649122807","","finished","-","","","2024-10-07T14:45:12.000Z","10","","","","","","","","","0.5448577680525164","0.1968481354411929","1.0933274047701638","0.17937936433605972","0.2180863691594153","0.543859649122807","0.19661971263544228","1.146676887620454","0.1785752058777685","0.21872081698986792"
"bgd_signum_2_0.002_32_800","signum","32","[16,8]","0.002","800","bgd","800","0.2196790365084487","0.22799143935979735","0.21195144040858205","0.45614035087719296","","finished","-","","","2024-10-07T14:24:01.000Z","6","","","","","","","","","0.39606126914660833","0.2149200163450546","2.1629665300062504","0.2316402381706564","0.20045108538839015","0.45614035087719296","0.2196790365084487","1.9151142635908265","0.22799143935979735","0.21195144040858205"
"bgd_sigmoid_3_0.002_32_200","sigmoid","32","[8,8,8]","0.002","200","bgd","200","0.08974358859303092","0.06140350823330256","0.16666666269841282","0.3684210526315789","","finished","-","","","2024-10-07T14:40:29.000Z","8","","","","","","","","","0.4026258205689278","0.09568382720382138","1.6759491710972356","0.06710430335473636","0.1666666662137681","0.3684210526315789","0.08974358859303092","1.7060439892693466","0.06140350823330256","0.16666666269841282"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[8,16]","0.002","800","bgd","800","0.14464590547844017","0.12990195440455643","0.1631652622902103","0.3684210526315789","","finished","-","","","2024-10-07T14:38:20.000Z","5","","","","","","","","","0.44638949671772427","0.17977916098807326","1.2742705014634463","0.17658073599169663","0.183095590207588","0.3684210526315789","0.14464590547844017","1.2839116644100477","0.12990195440455643","0.1631652622902103"
"mbgd_tanh_3_0.01_32_200","tanh","32","[8,8,8]","0.01","200","mbgd","200","0.3040048602392325","0.3225936466882957","0.28744163517954924","0.6403508771929824","","finished","-","","","2024-10-07T14:02:55.000Z","9","","","","","","","","","0.612691466083151","0.29214380068845347","0.9217008508862852","0.31771412764070955","0.27038280219076166","0.6403508771929824","0.3040048602392325","0.9171820283716934","0.3225936466882957","0.28744163517954924"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","mbgd","200","0.18160502228143643","0.16532116209900108","0.20144724133150005","0.5087719298245614","","finished","-","","","2024-10-07T14:14:34.000Z","5","","","","","","","","","0.4824945295404814","0.17292033353159375","1.125737210132932","0.15689682855440043","0.19258899580662603","0.5087719298245614","0.18160502228143643","1.169394289453063","0.16532116209900108","0.20144724133150005"
"mbgd_tanh_2_0.002_32_800","tanh","32","[16,8]","0.002","800","mbgd","800","0.2933507560162954","0.29469695726698897","0.2920167979656572","0.631578947368421","","finished","-","","","2024-10-07T14:15:37.000Z","10","","","","","","","","","0.5973741794310722","0.2865801147463588","0.9210797668713068","0.29031219801360314","0.28294276854016503","0.631578947368421","0.2933507560162954","0.9896805851026784","0.29469695726698897","0.2920167979656572"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,8]","0.002","200","mbgd","200","0.19822993563686017","0.17998689485145555","0.2205882306187182","0.5526315789473685","","finished","-","","","2024-10-07T14:57:45.000Z","10","","","","","","","","","0.5404814004376368","0.19473243851072988","1.095831393981113","0.17724067939917507","0.21605472913718685","0.5526315789473685","0.19822993563686017","1.140874160479853","0.17998689485145555","0.2205882306187182"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.03875968932155521","0.02192982436903663","0.1666666555555563","0.13157894736842105","","finished","-","","","2024-10-07T14:47:26.000Z","4","","","","","","","","","0.12800875273522977","0.037827352011974104","2.2358287342484253","0.02133479209919607","0.16666666524216525","0.13157894736842105","0.03875968932155521","2.215325224076754","0.02192982436903663","0.1666666555555563"
"sgd_signum_2_0.002_16_200","signum","16","[16,8]","0.002","200","sgd","200","0.1783927989743101","0.16495726154810442","0.19421101343217037","0.4649122807017544","","finished","-","","","2024-10-07T14:10:06.000Z","16","","","","","","","","","0.49452954048140046","0.18407772511629175","1.1324371611571886","0.17042119264552272","0.20011363159797965","0.4649122807017544","0.1783927989743101","1.1398219714919724","0.16495726154810442","0.19421101343217037"
"mbgd_sigmoid_2_0.05_32_200","sigmoid","32","[16,8]","0.05","200","mbgd","200","0.2694727819423875","0.2732206721235034","0.26582632335114464","0.6052631578947368","","finished","-","","","2024-10-07T14:27:54.000Z","10","","","","","","","","","0.6028446389496718","0.28294403158511816","0.9399659074179612","0.29636958959488635","0.2706821174172069","0.6052631578947368","0.2694727819423875","0.9835939715700224","0.2732206721235034","0.26582632335114464"
"bgd_tanh_2_0.01_32_800","tanh","32","[8,8]","0.01","800","bgd","800","0.25962812454588885","0.26473428252955","0.2547152129807742","0.5964912280701754","","finished","-","","","2024-10-07T14:26:20.000Z","10","","","","","","","","","0.5722100656455142","0.25439805317322123","1.0113577692306803","0.26585820830434076","0.24388507769513532","0.5964912280701754","0.25962812454588885","1.0633495737766203","0.26473428252955","0.2547152129807742"
"sgd_relu_2_0.002_32_800","relu","32","[16,16]","0.002","800","sgd","341","0.2785234200218548","0.27270656823428824","0.2845938279611457","0.5789473684210527","","finished","-","","","2024-10-07T14:18:08.000Z","15","","","","","","","","","0.6663019693654267","0.3955701615063955","0.7910441426586995","0.44576514107527165","0.35553541808976297","0.5789473684210527","0.2785234200218548","0.997879799677678","0.27270656823428824","0.2845938279611457"
"mbgd_sigmoid_2_0.01_32_800","sigmoid","32","[16,16]","0.01","800","mbgd","800","0.27804514513583384","0.2868162516056821","0.2697945772249164","0.6140350877192983","","finished","-","","","2024-10-07T14:43:59.000Z","11","","","","","","","","","0.5995623632385121","0.27505834394263357","0.9401584681160308","0.28338272008532356","0.26720906929086397","0.6140350877192983","0.27804514513583384","0.9709156961894791","0.2868162516056821","0.2697945772249164"
"bgd_tanh_2_0.01_32_200","tanh","32","[16,16]","0.01","200","bgd","200","0.25395128463560274","0.26695345023319744","0.2421568555552812","0.5263157894736842","","finished","-","","","2024-10-07T14:13:26.000Z","9","","","","","","","","","0.4956236323851203","0.2273753045179939","1.189561357823636","0.23653524795169836","0.21889835828285528","0.5263157894736842","0.25395128463560274","1.120231797214804","0.26695345023319744","0.2421568555552812"
"bgd_sigmoid_2_0.01_32_800","sigmoid","32","[8,16]","0.01","800","bgd","800","0.20182157744550025","0.1842105227377656","0.22315592432920892","0.5614035087719298","","finished","-","","","2024-10-07T14:08:21.000Z","9","","","","","","","","","0.5470459518599562","0.19694019533434456","1.1609830228806528","0.17918506834123404","0.21860097368195383","0.5614035087719298","0.20182157744550025","1.209331954289823","0.1842105227377656","0.22315592432920892"
"bgd_tanh_2_0.002_32_200","tanh","32","[8,16]","0.002","200","bgd","200","0.2154283903892368","0.21307552880167044","0.2178337945696189","0.5087719298245614","","finished","-","","","2024-10-07T14:39:33.000Z","8","","","","","","","","","0.4102844638949672","0.17661200007606231","1.584015293729794","0.1746754131442532","0.17859200942802658","0.5087719298245614","0.2154283903892368","1.5203366065504809","0.21307552880167044","0.2178337945696189"
"mbgd_tanh_2_0.01_32_800","tanh","32","[16,16]","0.01","800","mbgd","539","0.2880205250327194","0.29749415461395395","0.27913164513574085","0.631578947368421","","finished","-","","","2024-10-07T14:13:59.000Z","6","","","","","","","","","0.611597374179431","0.345000034341237","0.893125905484112","0.47357144625943065","0.2713345562496686","0.6491228070175439","0.29934210998462546","0.9690379124907236","0.3161056328146099","0.2842670325567223"
"bgd_relu_1_0.002_16_800","relu","16","[8]","0.002","800","bgd","800","0.16798276885766586","0.16616450529701285","0.16984126555466647","0.38596491228070173","","finished","-","","","2024-10-07T14:23:06.000Z","5","","","","","","","","","0.43544857768052514","0.18624463404763597","1.2643251039519243","0.1889136560675737","0.183649978652218","0.38596491228070173","0.16798276885766586","1.3646908257289772","0.16616450529701285","0.16984126555466647"
"mbgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","mbgd","800","0.20981661763030443","0.1903886811880021","0.23366012578724313","0.5877192982456141","","finished","-","","","2024-10-07T14:29:49.000Z","7","","","","","","","","","0.5601750547045952","0.202050773886416","1.0931521319320914","0.1840115436016332","0.22401130673985303","0.5877192982456141","0.20981661763030443","1.1126421058415956","0.1903886811880021","0.23366012578724313"
"bgd_sigmoid_2_0.05_16_800","sigmoid","16","[16,16]","0.05","800","bgd","800","0.19822993563686017","0.17998689485145555","0.2205882306187182","0.5526315789473685","","finished","-","","","2024-10-07T14:19:20.000Z","10","","","","","","","","","0.5076586433260394","0.18228655108975073","1.109033961827096","0.16564929559623284","0.20263891940456535","0.5526315789473685","0.19822993563686017","1.1403298818743068","0.17998689485145555","0.2205882306187182"
"sgd_tanh_2_0.002_16_800","tanh","16","[8,8]","0.002","800","sgd","800","0.28355028818183103","0.28105743381833304","0.286087759293731","0.5964912280701754","","finished","-","","","2024-10-07T14:55:14.000Z","34","","","","","","","","","0.6903719912472648","0.39077958385006933","0.7615211030291033","0.42009833760892135","0.3652861822573136","0.5964912280701754","0.28355028818183103","1.0250690299026597","0.28105743381833304","0.286087759293731"
"mbgd_signum_3_0.002_16_800","signum","16","[8,8,8]","0.002","800","mbgd","567","0.10365853532123738","0.07522123827237842","0.16666666339869288","0.4473684210526316","","finished","-","","","2024-10-07T14:48:00.000Z","11","","","","","","","","","0.42669584245076586","0.16603462713188957","1.1656812950381046","0.15439558348418586","0.1795715500247518","0.4473684210526316","0.10365853532123738","1.226941257735237","0.07522123827237842","0.16666666339869288"
"bgd_tanh_2_0.002_32_800","tanh","32","[16,16]","0.002","800","bgd","800","0.25284822173987237","0.2459206565611849","0.2601773981871312","0.6228070175438597","","finished","-","","","2024-10-07T14:13:48.000Z","6","","","","","","","","","0.5568927789934355","0.23217810218519108","1.113901187248635","0.2345523884112428","0.22985140228593728","0.6228070175438597","0.25284822173987237","1.2119506550127102","0.2459206565611849","0.2601773981871312"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","bgd","200","0.0953559724255524","0.06287877726928635","0.1972222014351885","0.13157894736842105","","finished","-","","","2024-10-07T14:35:02.000Z","7","","","","","","","","","0.10831509846827134","0.04075329836484449","2.6517413441304254","0.02354295222395182","0.1515099697956413","0.13157894736842105","0.0953559724255524","2.5340910689070277","0.06287877726928635","0.1972222014351885"
"bgd_sigmoid_2_0.01_32_200","sigmoid","32","[16,16]","0.01","200","bgd","200","0.2096177516235547","0.19179486808047344","0.23109243207675237","0.5789473684210527","","finished","-","","","2024-10-07T14:53:05.000Z","5","","","","","","","","","0.5175054704595186","0.18574352920978204","1.1594739908115437","0.16878200978786664","0.20649496052575805","0.5789473684210527","0.2096177516235547","1.1898760950881924","0.19179486808047344","0.23109243207675237"
"bgd_sigmoid_2_0.002_32_200","sigmoid","32","[16,16]","0.002","200","bgd","200","0.19589537490050363","0.18920067289399856","0.203081228344279","0.5263157894736842","","finished","-","","","2024-10-07T14:39:44.000Z","4","","","","","","","","","0.4595185995623632","0.17292793095888273","1.373684465162424","0.1652598730820234","0.18134220920925972","0.5263157894736842","0.19589537490050363","1.4112831835787405","0.18920067289399856","0.203081228344279"
"bgd_tanh_2_0.002_32_800","tanh","32","[16,8]","0.002","800","bgd","800","0.26087876072449084","0.25990674960667054","0.2618580694773729","0.5964912280701754","","finished","-","","","2024-10-07T14:28:10.000Z","12","","","","","","","","","0.5032822757111597","0.2347167656996141","1.1618290992811051","0.24177041022798793","0.228063033480212","0.5964912280701754","0.26087876072449084","1.1478723094436258","0.25990674960667054","0.2618580694773729"
"bgd_tanh_3_0.002_32_200","tanh","32","[8,8,8]","0.002","200","bgd","200","0.19633003857491027","0.17887930719655956","0.2175536834426582","0.5350877192982456","","finished","-","","","2024-10-07T14:58:21.000Z","10","","","","","","","","","0.5218818380743983","0.19245038861324365","1.2771649679930086","0.1774204359297582","0.21026251760598016","0.5350877192982456","0.19633003857491027","1.3042592228431469","0.17887930719655956","0.2175536834426582"
"bgd_tanh_2_0.002_32_200","tanh","32","[16,8]","0.002","200","bgd","200","0.18375113564693","0.16907746396549572","0.20121381448200207","0.49122807017543857","","finished","-","","","2024-10-07T14:15:53.000Z","10","","","","","","","","","0.4824945295404814","0.19815520386291488","1.9724605996228604","0.18917552697610365","0.20802984694291624","0.49122807017543857","0.18375113564693","1.9653118450454772","0.16907746396549572","0.20121381448200207"
"bgd_sigmoid_2_0.01_32_200","sigmoid","32","[16,8]","0.01","200","bgd","200","0.160877230050394","0.14831080780154318","0.17577030422659268","0.42105263157894735","","finished","-","","","2024-10-07T14:29:38.000Z","5","","","","","","","","","0.4179431072210066","0.15320995016730243","1.2435230116368323","0.13998590059505908","0.16919311828630276","0.42105263157894735","0.160877230050394","1.2423779687088805","0.14831080780154318","0.17577030422659268"
"bgd_tanh_2_0.002_32_200","tanh","32","[16,16]","0.002","200","bgd","200","0.15884561329300742","0.1460234654361349","0.17413631744724042","0.4298245614035088","","finished","-","","","2024-10-07T14:31:08.000Z","7","","","","","","","","","0.3544857768052516","0.15315268967188364","2.1996038888862603","0.15799216427194748","0.1486008804735428","0.4298245614035088","0.15884561329300742","2.0838568543075517","0.1460234654361349","0.17413631744724042"
"bgd_tanh_2_0.01_32_200","tanh","32","[16,8]","0.01","200","bgd","200","0.18913346355514896","0.1979775615863526","0.18104574732776785","0.43859649122807015","","finished","-","","","2024-10-07T14:12:24.000Z","10","","","","","","","","","0.449671772428884","0.1898244708238472","1.332786016840807","0.18739528384088333","0.19231746354741364","0.43859649122807015","0.18913346355514896","1.347799200746307","0.1979775615863526","0.18104574732776785"
"mbgd_sigmoid_2_0.002_32_200","sigmoid","32","[8,16]","0.002","200","mbgd","200","0.1393305818325948","0.12592592282921822","0.1559290350911607","0.40350877192982454","","finished","-","","","2024-10-07T14:33:43.000Z","9","","","","","","","","","0.3544857768052516","0.12154374519280642","1.2056735587657126","0.10740654413247192","0.13996660855625684","0.40350877192982454","0.1393305818325948","1.2273821873456516","0.12592592282921822","0.1559290350911607"
"bgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,8]","0.002","800","bgd","800","0.13508117628590166","0.1208397301028865","0.15312791429774533","0.3508771929824561","","finished","-","","","2024-10-07T14:58:49.000Z","6","","","","","","","","","0.3993435448577681","0.1468244416469934","1.318922633301157","0.13356294563088952","0.1630097141786468","0.3508771929824561","0.13508117628590166","1.3383528106874347","0.1208397301028865","0.15312791429774533"
"mbgd_sigmoid_2_0.002_32_800","sigmoid","32","[16,16]","0.002","800","mbgd","800","0.2084734323122496","0.18988751175614996","0.23109243207675237","0.5789473684210527","","finished","-","","","2024-10-07T14:38:03.000Z","11","","","","","","","","","0.5251641137855579","0.18936781543981457","1.0916950054575043","0.17242202524622466","0.2100075438766087","0.5789473684210527","0.2084734323122496","1.119333970611541","0.18988751175614996","0.23109243207675237"
