popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
49,209920,0.73,0.849,1,-3.263,0.0507,0.206,8.53e-06,0.0773,0.653,98.014,deep-house
24,230733,0.478,0.992,4,-3.792,0.112,0.014,0.0,0.272,0.611,178.026,industrial
47,321186,0.402,0.501,7,-6.718,0.0265,0.581,6e-06,0.197,0.131,141.895,world-music
0,1203613,0.412,0.0313,10,-25.323,0.0454,0.991,0.899,0.0735,0.0387,126.359,classical
0,176440,0.468,0.942,7,-3.265,0.0836,0.000117,0.00291,0.164,0.614,170.091,groove
16,202240,0.702,0.371,7,-6.554,0.0723,0.924,0.000517,0.141,0.895,116.033,tango
34,137142,0.756,0.863,6,-1.194,0.11,0.0217,1.91e-06,0.065,0.74,111.871,goth
43,175438,0.857,0.491,10,-7.977,0.133,0.182,0.0,0.113,0.43,103.993,dubstep
18,360422,0.558,0.945,6,-4.874,0.0495,4.57e-05,0.812,0.114,0.211,172.008,happy
32,145548,0.446,0.442,8,-14.613,0.177,0.79,0.55,0.374,0.611,116.185,electronic
40,212564,0.359,0.744,3,-8.688,0.0739,0.382,0.0,0.302,0.634,94.907,german
35,207198,0.547,0.0235,11,-21.561,0.0448,0.99,0.912,0.0726,0.144,65.638,piano
55,264680,0.502,0.463,7,-13.144,0.0434,0.726,0.00965,0.238,0.394,92.279,rock-n-roll
47,309677,0.701,0.589,7,-10.028,0.0666,0.0897,0.873,0.101,0.0326,124.011,electronic
0,190295,0.601,0.777,0,-4.612,0.0471,0.269,0.0,0.0883,0.485,119.963,house
0,189186,0.517,0.206,5,-12.233,0.0421,0.924,0.0,0.118,0.489,80.401,indie-pop
40,225400,0.628,0.857,9,-5.43,0.137,0.156,0.0,0.156,0.664,82.431,forro
41,199533,0.369,0.5,9,-11.338,0.0422,0.0223,0.0,0.083,0.56,173.498,mpb
19,152906,0.78,0.327,2,-12.329,0.0522,0.888,0.0,0.116,0.962,107.503,honky-tonk
29,177535,0.589,0.763,2,-6.565,0.0367,0.158,0.0,0.143,0.903,115.111,psych-rock
22,173613,0.494,0.338,8,-7.637,0.0308,0.725,0.0,0.128,0.459,142.207,bluegrass
0,148973,0.22,0.246,2,-13.797,0.0362,0.968,0.0834,0.568,0.156,126.981,sleep
23,155840,0.693,0.3,1,-15.351,0.133,0.715,1.06e-05,0.167,0.317,144.303,bluegrass
63,213520,0.858,0.447,10,-7.917,0.0343,0.67,9.19e-05,0.0738,0.256,119.98,pop-film
44,166590,0.728,0.379,0,-10.252,0.0524,0.831,0.000482,0.154,0.384,132.024,indian
61,220312,0.566,0.862,7,-6.02,0.105,0.0246,0.0,0.103,0.455,147.974,hip-hop
37,149000,0.418,0.663,2,-5.258,0.0359,0.368,1.59e-06,0.314,0.179,169.99,rock-n-roll
45,344816,0.751,0.414,5,-11.214,0.0406,0.145,0.000123,0.0841,0.401,94.991,malay
14,130280,0.663,0.605,9,-8.968,0.048,0.626,0.0,0.129,0.935,92.038,honky-tonk
52,194779,0.405,0.943,11,-5.154,0.0584,0.0569,0.48,0.613,0.4,103.492,trance
52,225920,0.555,0.959,1,-4.58,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,death-metal
44,184500,0.285,0.315,11,-10.124,0.0344,0.79,3.67e-05,0.096,0.175,79.886,songwriter
0,177640,0.47,0.666,2,-5.141,0.0321,0.0427,0.0,0.268,0.374,125.518,punk-rock
55,252200,0.489,0.824,0,-3.118,0.137,0.162,2.15e-06,0.104,0.917,83.003,k-pop
45,268444,0.243,0.696,9,-6.216,0.0451,0.109,0.00135,0.0577,0.136,135.119,brazil
0,258519,0.704,0.873,2,-4.391,0.0449,0.133,1.88e-06,0.226,0.87,131.985,disco
22,396923,0.559,0.664,11,-8.726,0.034,0.0855,8.93e-06,0.332,0.411,156.04,malay
65,183808,0.339,0.707,0,-5.121,0.0428,0.0113,0.0,0.337,0.359,173.993,indie
24,237000,0.64,0.76,10,-8.993,0.0428,0.0254,0.631,0.121,0.318,134.011,industrial
57,235295,0.502,0.9,4,-5.655,0.0482,0.000104,0.00212,0.161,0.552,120.066,heavy-metal
53,251191,0.519,0.985,8,-3.058,0.107,0.000785,5.95e-06,0.107,0.437,111.989,metalcore
46,210200,0.765,0.245,0,-12.94,0.0983,0.667,0.826,0.106,0.434,75.005,study
27,143506,0.576,0.313,2,-6.489,0.0265,0.853,0.0365,0.111,0.254,75.775,spanish
16,312764,0.573,0.893,6,-5.855,0.058,0.0203,0.011,0.333,0.664,162.043,happy
31,202933,0.437,0.843,6,-11.29,0.0406,4.31e-06,0.000287,0.128,0.75,152.317,heavy-metal
0,246600,0.64,0.644,1,-10.273,0.0283,0.273,0.0,0.0449,0.722,99.197,folk
30,169905,0.809,0.0804,7,-12.804,0.0554,0.903,0.869,0.126,0.208,107.918,guitar
12,377287,0.573,0.524,3,-18.24,0.037,0.0112,0.952,0.068,0.0629,99.241,idm
29,245960,0.779,0.756,4,-5.123,0.0416,0.323,1.15e-05,0.0489,0.696,105.047,salsa
0,170045,0.677,0.804,1,-5.337,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,german
25,449280,0.439,0.739,9,-7.746,0.0339,0.000155,0.0458,0.227,0.308,138.986,death-metal
19,141571,0.706,0.365,1,-9.915,0.178,0.975,0.000319,0.365,0.719,129.184,tango
24,198493,0.66,0.78,9,-10.304,0.0354,0.118,0.0,0.127,0.945,135.749,synth-pop
42,232800,0.666,0.456,9,-9.429,0.0262,0.617,0.00166,0.127,0.276,100.008,indian
0,296680,0.346,0.605,3,-7.059,0.0794,0.188,0.0,0.241,0.747,202.175,jazz
24,271760,0.413,0.462,10,-6.907,0.0281,0.591,3.01e-05,0.249,0.181,135.93,j-idol
43,107866,0.404,0.921,6,-5.758,0.0415,0.00809,4.45e-06,0.16,0.849,110.589,hard-rock
69,280161,0.659,0.774,7,-7.014,0.0372,0.606,0.000333,0.185,0.883,82.995,pop-film
36,248800,0.81,0.4,0,-11.688,0.0335,0.886,0.067,0.0985,0.667,138.175,swedish
47,206133,0.737,0.715,11,-7.485,0.0628,0.14,0.0,0.0927,0.631,121.917,reggae
45,189773,0.578,0.588,9,-8.281,0.0493,0.332,0.0,0.15,0.797,162.943,brazil
50,305746,0.459,0.46,7,-6.616,0.038,0.679,0.0,0.109,0.586,140.184,sertanejo
23,211733,0.478,0.702,4,-10.093,0.941,0.691,0.0,0.844,0.449,63.81,comedy
50,232000,0.589,0.692,6,-4.496,0.0286,0.112,0.0,0.134,0.407,151.821,mandopop
37,182733,0.48,0.943,9,-3.134,0.0542,0.00682,1.18e-06,0.103,0.919,163.901,hard-rock
38,169141,0.788,0.845,11,-3.233,0.0301,0.39,0.0,0.116,0.892,130.157,forro
19,203893,0.479,0.284,9,-14.109,0.0262,0.714,1.91e-06,0.138,0.47,147.553,honky-tonk
45,302214,0.641,0.73,6,-11.397,0.0417,0.231,0.0,0.822,0.787,146.04,pagode
56,213120,0.555,0.813,0,-5.792,0.033,0.0201,0.0,0.165,0.435,125.034,progressive-house
0,186105,0.712,0.923,6,-5.536,0.0727,0.0124,0.168,0.103,0.263,127.982,house
72,248906,0.491,0.802,4,-7.106,0.0392,0.25,0.0,0.387,0.472,119.25,hard-rock
54,91000,0.651,0.0816,5,-23.961,0.0643,0.987,0.86,0.219,0.293,72.025,anime
41,139402,0.638,0.583,7,-6.342,0.0884,0.203,0.0,0.0745,0.416,76.507,sad
0,227691,0.794,0.604,1,-7.433,0.304,0.0326,0.0,0.353,0.343,98.048,turkish
71,536000,0.264,0.363,2,-10.196,0.0338,0.501,0.00406,0.11,0.0613,124.328,alt-rock
22,253271,0.544,0.917,9,-4.439,0.065,4.07e-05,7.36e-05,0.247,0.468,101.487,heavy-metal
75,159862,0.743,0.837,1,-5.025,0.0649,0.0172,0.0,0.0743,0.263,103.072,electro
42,511074,0.589,0.668,2,-8.495,0.0714,0.632,0.0,0.117,0.8,99.519,pagode
0,128240,0.173,0.395,0,-12.559,0.0403,0.94,0.948,0.12,0.107,88.009,opera
20,223826,0.506,0.316,2,-17.414,0.166,0.815,0.0,0.179,0.528,124.715,show-tunes
24,65185,0.689,0.719,5,-10.752,0.072,0.78,0.915,0.19,0.209,89.06,british
21,229588,0.552,0.307,5,-11.794,0.0332,0.845,0.0,0.128,0.303,127.919,mandopop
0,168146,0.258,0.175,0,-11.903,0.0323,0.939,0.000156,0.136,0.107,89.072,jazz
5,153570,0.687,0.527,4,-8.287,0.0383,0.00529,0.795,0.202,0.462,115.011,study
56,239986,0.497,0.837,2,-3.672,0.046,0.0155,0.0,0.0763,0.489,86.016,alternative
18,268999,0.462,0.688,1,-7.369,0.0355,0.499,0.0553,0.131,0.387,168.036,trip-hop
25,212520,0.456,0.879,7,-6.04,0.0413,0.761,2.62e-05,0.0794,0.967,165.168,rockabilly
40,268200,0.676,0.666,4,-10.599,0.0393,0.00579,4.4e-05,0.736,0.295,129.01,mandopop
52,200646,0.609,0.904,7,-6.029,0.0515,0.566,0.0,0.499,0.915,165.96,sertanejo
41,139186,0.581,0.457,9,-13.459,0.0327,0.383,0.00333,0.0999,0.67,89.983,cantopop
1,156000,0.308,0.483,10,-15.63,0.0742,0.854,0.017,0.423,0.687,91.738,romance
63,220730,0.404,0.806,2,-4.75,0.0496,0.198,0.0,0.114,0.112,148.036,house
7,169846,0.609,0.81,8,-6.0,0.0294,0.00114,0.798,0.074,0.758,129.996,chicago-house
43,288493,0.695,0.699,2,-7.813,0.0827,0.0146,0.0222,0.106,0.209,135.015,industrial
24,387494,0.8,0.809,11,-8.678,0.0667,5.66e-05,0.901,0.0423,0.478,119.014,deep-house
27,257125,0.528,0.993,0,-3.958,0.138,0.000606,0.454,0.186,0.0688,119.983,death-metal
38,321201,0.521,0.57,2,-8.094,0.0278,0.396,4.06e-06,0.0951,0.123,98.584,blues
81,224840,0.773,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,reggae
60,459093,0.336,0.318,0,-11.412,0.0263,0.317,0.0716,0.111,0.24,79.66,hard-rock
67,196706,0.708,0.552,10,-5.552,0.21,0.0922,0.0,0.0541,0.686,147.834,indie
50,222714,0.653,0.586,11,-9.084,0.0605,0.326,0.0472,0.11,0.677,157.807,minimal-techno
5,357637,0.804,0.954,4,-6.321,0.0553,0.0585,0.348,0.111,0.385,119.989,chicago-house
26,208387,0.772,0.562,1,-7.146,0.0625,0.0447,0.0138,0.14,0.0691,93.002,spanish
0,158306,0.673,0.534,4,-14.0,0.0692,0.715,0.0,0.161,0.742,110.513,romance
46,204230,0.874,0.826,7,-6.219,0.179,0.116,0.0298,0.0917,0.691,129.911,folk
23,151453,0.195,0.262,1,-13.359,0.0332,0.904,0.00794,0.106,0.0649,134.493,opera
9,387791,0.804,0.981,6,-7.529,0.0395,3.33e-05,0.921,0.045,0.742,123.836,chicago-house
18,439280,0.713,0.958,8,-4.755,0.0605,0.461,0.952,0.109,0.961,131.462,afrobeat
42,136311,0.759,0.408,1,-11.09,0.279,0.612,0.805,0.105,0.124,72.035,study
38,104698,0.683,0.875,4,-8.121,0.0895,0.298,0.0,0.916,0.607,128.453,anime
30,144136,0.561,0.518,7,-6.861,0.0424,0.328,0.0,0.0652,0.272,125.798,disney
17,354051,0.124,0.871,0,-8.292,0.0806,1.65e-05,0.908,0.37,0.0359,82.308,black-metal
55,205145,0.756,0.751,2,-8.044,0.0703,0.121,1.45e-05,0.233,0.513,99.976,pop-film
63,225785,0.397,0.166,9,-10.678,0.0349,0.884,0.0,0.1,0.131,134.708,k-pop
0,261640,0.767,0.815,7,-9.309,0.0397,0.31,0.000122,0.142,0.787,111.992,afrobeat
41,328133,0.308,0.0788,11,-22.856,0.0302,0.988,0.949,0.0885,0.0633,82.402,new-age
46,175789,0.619,0.66,2,-6.535,0.0722,0.689,0.0,0.432,0.778,131.999,pagode
28,183759,0.617,0.665,8,-6.291,0.242,0.00583,0.0,0.0862,0.285,159.959,hardstyle
59,100400,0.307,0.473,4,-9.505,0.0316,0.000524,0.961,0.201,0.203,74.842,hard-rock
58,249730,0.595,0.688,2,-6.391,0.0386,0.516,0.0,0.0842,0.866,91.979,pop-film
48,330253,0.459,0.912,5,-3.443,0.0596,0.000579,0.000214,0.0995,0.311,134.077,goth
15,323986,0.672,0.835,0,-6.983,0.187,0.0399,0.0499,0.413,0.545,94.995,breakbeat
40,296551,0.488,0.95,1,-3.229,0.0972,0.00428,0.000281,0.0704,0.0809,174.023,happy
22,227440,0.345,0.241,7,-9.113,0.0458,0.872,1.42e-05,0.0953,0.221,76.879,rockabilly
0,255680,0.741,0.787,5,-6.228,0.0525,0.217,0.0179,0.0835,0.771,91.993,latin
0,197893,0.585,0.881,5,-4.29,0.0517,0.0338,0.0,0.248,0.944,133.908,party
51,230360,0.456,0.37,10,-12.631,0.0481,0.944,0.0425,0.287,0.303,80.503,indian
0,230240,0.319,0.739,0,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169,electro
41,224580,0.437,0.469,2,-12.201,0.0406,0.334,0.716,0.683,0.0395,139.986,anime
45,271153,0.673,0.391,4,-9.355,0.0284,0.921,1.16e-05,0.238,0.666,109.466,k-pop
33,176000,0.0745,0.996,11,-15.343,0.0517,0.904,0.955,0.951,1e-05,82.182,sleep
44,189210,0.671,0.733,7,-7.348,0.361,0.229,0.0,0.139,0.62,78.03,country
61,212773,0.674,0.932,11,-4.424,0.0859,0.0282,0.71,0.684,0.728,101.033,electronic
55,243754,0.433,0.92,4,-4.738,0.0409,0.000576,5.5e-05,0.123,0.476,92.466,hard-rock
38,218538,0.278,0.437,0,-9.071,0.0392,0.791,0.00299,0.148,0.23,97.978,gospel
52,312960,0.579,0.989,5,-5.035,0.135,0.0128,0.794,0.73,0.0759,137.015,breakbeat
71,251818,0.481,0.496,8,-7.421,0.0262,0.588,0.0,0.132,0.453,89.839,pop
46,259053,0.108,0.24,7,-16.343,0.0309,0.531,0.167,0.13,0.0381,71.699,ambient
59,171866,0.57,0.993,7,-3.757,0.337,0.00628,0.00796,0.0876,0.405,87.0,industrial
33,239186,0.544,0.864,8,-2.104,0.0412,0.00163,3.79e-05,0.216,0.694,127.975,j-rock
29,116000,0.498,0.684,0,-4.813,0.0283,0.258,0.0,0.195,0.779,141.814,rockabilly
79,165230,0.784,0.814,6,-2.436,0.0464,0.0559,0.0,0.194,0.728,129.96,spanish
39,290626,0.795,0.504,4,-8.213,0.193,0.129,0.0,0.159,0.889,155.942,blues
45,294127,0.552,0.858,0,-3.247,0.0389,0.000398,0.872,0.118,0.0743,172.036,drum-and-bass
45,405293,0.352,0.575,8,-14.853,0.0445,0.00181,0.687,0.143,0.431,124.864,breakbeat
38,224933,0.636,0.898,7,-3.926,0.0483,0.0111,0.0,0.149,0.671,140.985,j-idol
67,190931,0.665,0.699,11,-5.265,0.0578,0.423,0.0,0.0969,0.585,124.896,house
45,210480,0.62,0.312,11,-13.338,0.0301,0.465,0.125,0.208,0.262,101.978,indian
48,203093,0.215,0.945,10,-7.201,0.0798,0.000639,0.453,0.204,0.603,179.079,alt-rock
28,353800,0.697,0.949,10,-4.323,0.0362,0.303,0.000482,0.0658,0.854,94.257,salsa
0,272733,0.571,0.836,0,-5.556,0.0371,0.194,4.09e-06,0.182,0.73,141.612,rock
85,193593,0.559,0.885,1,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,pop
68,221000,0.562,0.903,8,-4.46,0.0296,0.000187,0.0939,0.298,0.791,132.009,punk-rock
0,169200,0.543,0.999,7,-0.918,0.18,0.0865,0.00042,0.368,0.0466,99.99,happy
48,214634,0.557,0.723,9,-5.638,0.0501,0.00557,0.00133,0.151,0.158,122.998,techno
36,252800,0.554,0.87,8,-4.229,0.0583,0.174,0.00124,0.117,0.159,149.933,dubstep
67,312173,0.307,0.43,2,-11.333,0.0629,0.288,0.000994,0.0988,0.305,145.224,blues
19,153680,0.714,0.256,5,-11.366,0.115,0.988,1.7e-06,0.102,0.642,121.485,tango
62,311428,0.348,0.636,5,-4.139,0.0577,0.467,0.0,0.0944,0.466,73.416,hip-hop
31,221052,0.766,0.688,11,-4.02,0.0711,0.353,0.0,0.0597,0.761,152.048,dancehall
22,172016,0.825,0.724,6,-3.651,0.0826,0.302,0.0,0.0523,0.848,98.108,j-dance
66,171539,0.787,0.558,0,-5.237,0.0414,0.664,0.0,0.347,0.706,94.049,electro
43,214026,0.602,0.952,2,-2.649,0.0661,0.125,0.0,0.109,0.823,192.286,forro
38,195013,0.671,0.631,7,-7.404,0.0359,0.725,0.0,0.702,0.603,134.032,samba
45,194313,0.719,0.392,1,-11.301,0.0399,0.363,0.0116,0.0841,0.266,113.009,trip-hop
60,252000,0.834,0.425,1,-8.922,0.0459,0.414,0.0265,0.0826,0.595,119.984,electronic
40,336093,0.283,0.0521,1,-25.091,0.0394,0.993,0.892,0.105,0.0561,70.338,classical
71,222093,0.538,0.679,4,-4.297,0.0333,0.191,0.00175,0.0889,0.0888,121.99,alt-rock
41,213507,0.67,0.642,7,-11.349,0.0479,0.305,0.0206,0.167,0.144,93.958,indian
60,140426,0.481,0.733,5,-7.633,0.165,0.573,1.17e-05,0.108,0.874,122.903,rock-n-roll
42,243400,0.494,0.452,6,-5.71,0.026,0.0175,0.0,0.204,0.249,76.969,world-music
12,412116,0.133,0.108,4,-23.546,0.0364,0.944,0.932,0.0774,0.0336,79.297,iranian
39,294057,0.521,0.958,8,-3.866,0.115,0.000192,4.23e-06,0.0884,0.253,114.967,gospel
0,196320,0.815,0.784,9,-4.423,0.0738,0.299,0.0,0.0958,0.832,162.958,reggae
43,161195,0.503,0.525,0,-7.79,0.134,0.647,0.0,0.104,0.681,115.6,swedish
50,222654,0.661,0.564,11,-8.543,0.0238,0.077,0.000312,0.112,0.327,100.026,synth-pop
61,237203,0.433,0.905,11,-2.171,0.101,0.00803,0.0,0.337,0.375,148.149,progressive-house
0,202693,0.517,0.609,7,-5.702,0.0291,0.0631,0.0,0.106,0.239,92.093,house
25,233040,0.533,0.865,2,-3.215,0.039,0.00101,0.0,0.894,0.235,113.364,grunge
0,141000,0.158,0.21,7,-16.398,0.033,0.953,0.86,0.153,0.193,80.984,classical
18,176986,0.376,0.554,5,-11.649,0.0313,0.317,0.856,0.427,0.677,126.672,club
0,161186,0.374,0.06,9,-18.598,0.0683,0.944,0.0,0.105,0.0825,71.612,show-tunes
40,208376,0.608,0.477,0,-11.155,0.0424,0.674,4.83e-06,0.126,0.604,124.947,turkish
1,240533,0.532,0.358,10,-11.136,0.0671,0.717,0.0,0.112,0.449,90.475,songwriter
49,202531,0.891,0.571,11,-5.568,0.332,0.147,0.0,0.715,0.733,129.994,club
28,138066,0.798,0.716,5,-12.844,0.0637,0.0225,0.000617,0.205,0.916,132.597,power-pop
54,185166,0.447,0.934,5,-1.998,0.066,0.00422,0.0,0.337,0.356,94.983,j-rock
35,225320,0.506,0.659,4,-9.075,0.0531,0.189,0.0,0.325,0.381,74.941,party
23,250546,0.454,0.649,10,-4.018,0.0291,0.00024,2.53e-06,0.0851,0.225,77.04,heavy-metal
21,188213,0.449,0.228,7,-17.439,0.0358,0.77,0.843,0.278,0.435,122.975,guitar
40,333157,0.659,0.321,7,-11.66,0.0287,0.629,0.00108,0.153,0.242,113.952,indie-pop
22,204973,0.423,0.547,0,-4.51,0.0344,0.928,2.51e-05,0.147,0.602,126.962,tango
24,324560,0.291,0.914,8,-7.517,0.0525,1.31e-06,0.911,0.0762,0.273,139.665,death-metal
34,179106,0.563,0.968,1,-4.088,0.0743,0.0189,0.000275,0.291,0.571,138.065,hard-rock
22,97920,0.449,0.247,2,-16.29,0.0405,0.866,0.869,0.216,0.62,139.048,classical
60,224200,0.313,0.713,9,-4.489,0.0327,0.0258,0.0,0.135,0.196,169.871,punk-rock
21,209533,0.479,0.795,5,-8.218,0.0492,0.154,0.698,0.0708,0.95,103.22,guitar
61,220495,0.551,0.841,1,-5.259,0.0402,0.00102,0.00432,0.0698,0.451,91.966,metalcore
54,133293,0.343,0.884,5,-4.123,0.129,0.62,0.000673,0.497,0.94,177.751,rockabilly
60,182765,0.292,0.0803,4,-25.197,0.0372,0.943,0.909,0.109,0.067,68.611,sleep
80,209680,0.846,0.548,1,-6.397,0.256,0.241,0.0713,0.0419,0.516,94.925,spanish
32,154853,0.717,0.831,11,-3.878,0.203,0.000898,0.000185,0.854,0.821,83.986,club
2,242573,0.756,0.646,7,-5.795,0.319,0.152,1.81e-05,0.108,0.429,176.088,reggaeton
52,186206,0.389,0.912,0,-2.444,0.0624,0.172,0.000131,0.0911,0.395,174.101,dubstep
0,137403,0.488,0.151,0,-16.732,0.0425,0.989,0.00127,0.333,0.193,104.229,sleep
54,161593,0.837,0.868,1,-4.045,0.0458,0.174,0.159,0.0512,0.962,122.002,deep-house
0,234760,0.482,0.43,10,-7.224,0.0481,0.763,2.79e-06,0.344,0.113,143.23,indie-pop
51,177620,0.598,0.464,10,-11.27,0.0713,0.16,0.0,0.0978,0.264,113.815,sad
71,250900,0.542,0.433,9,-10.47,0.0305,0.897,0.173,0.101,0.495,140.939,alt-rock
14,278493,0.678,0.39,1,-11.511,0.079,0.00572,0.029,0.317,0.592,159.048,idm
37,379853,0.423,0.345,11,-7.45,0.0294,0.781,0.0,0.0957,0.323,144.004,j-pop
64,371112,0.603,0.453,2,-8.501,0.0307,0.45,0.0,0.092,0.384,135.028,pop
42,192652,0.748,0.749,0,-5.219,0.238,0.179,0.0,0.129,0.544,115.104,swedish
40,305998,0.653,0.621,7,-4.672,0.0283,0.12,0.0,0.155,0.721,83.954,blues
6,154671,0.594,0.712,1,-4.764,0.183,0.0913,0.0,0.107,0.419,93.125,funk
27,169845,0.626,0.96,4,-4.708,0.029,0.00994,5.35e-06,0.311,0.915,102.504,rockabilly
40,233373,0.639,0.886,1,-4.982,0.387,0.0413,0.0,0.212,0.837,99.512,punk-rock
21,129052,0.461,0.899,3,-7.333,0.0496,0.00208,0.000141,0.307,0.48,121.44,power-pop
77,547106,0.249,0.834,0,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,blues
53,197320,0.396,0.671,0,-6.953,0.0351,0.0984,0.0,0.0844,0.257,156.072,world-music
18,298306,0.697,0.958,7,-6.118,0.07,0.0186,7.12e-06,0.0876,0.608,131.965,ambient
0,149880,0.418,0.165,4,-10.663,0.0442,0.91,2.02e-05,0.213,0.205,120.301,jazz
41,59823,0.709,0.119,11,-20.33,0.0459,0.902,0.436,0.109,0.336,135.223,acoustic
38,639546,0.232,0.401,10,-8.987,0.0282,0.363,0.000744,0.108,0.131,137.75,gospel
39,185666,0.361,0.517,10,-6.955,0.031,0.711,7.53e-05,0.115,0.308,94.713,opera
2,42440,0.409,0.99,11,-2.084,0.115,0.02,0.0,0.513,0.962,172.715,punk
66,105333,0.781,0.533,1,-9.215,0.302,0.0366,0.0,0.597,0.326,133.967,anime
2,212026,0.765,0.816,1,-3.99,0.0595,0.124,8.19e-05,0.197,0.624,89.005,reggae
16,240564,0.194,0.977,10,-5.034,0.157,2.26e-06,0.849,0.298,0.117,111.653,grindcore
36,282653,0.363,0.982,7,-3.621,0.3,0.00123,0.00218,0.284,0.275,179.23,metal
76,302760,0.889,0.818,9,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,hardcore
59,157779,0.769,0.395,2,-7.71,0.0287,0.285,0.0,0.0776,0.558,81.485,soul
43,420066,0.587,0.928,10,-6.74,0.053,7.55e-05,0.899,0.238,0.608,127.875,breakbeat
43,239560,0.564,0.416,10,-6.813,0.0423,0.554,0.00145,0.11,0.344,179.728,samba
2,274946,0.626,0.769,11,-5.296,0.0325,0.00291,0.0,0.0598,0.237,127.949,hip-hop
53,344053,0.51,0.8,0,-8.116,0.0488,0.137,0.0834,0.118,0.391,96.935,garage
87,143901,0.737,0.846,1,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,hip-hop
6,78000,0.477,0.181,10,-17.889,0.0485,0.989,0.559,0.123,0.802,118.621,classical
1,201694,0.398,0.177,5,-10.277,0.0374,0.718,0.0,0.139,0.22,175.098,indie
34,143533,0.632,0.886,7,-4.286,0.0322,0.02,0.000568,0.362,0.886,153.868,j-rock
7,337060,0.803,0.679,1,-9.98,0.0554,0.00981,0.873,0.0775,0.346,119.999,chicago-house
17,320000,0.672,0.888,10,-9.885,0.0775,0.00155,0.897,0.665,0.385,120.0,detroit-techno
52,135976,0.649,0.711,8,-6.698,0.145,0.0217,0.0,0.0827,0.466,171.841,sad
17,334628,0.575,0.941,10,-3.548,0.0431,0.000586,0.00137,0.0465,0.637,174.985,drum-and-bass
22,262706,0.601,0.805,5,-6.161,0.0342,0.304,0.00742,0.0682,0.734,120.328,bluegrass
0,166040,0.644,0.848,2,-5.385,0.0529,0.0358,0.0,0.0676,0.928,162.151,power-pop
71,197298,0.561,0.597,11,-6.0,0.0405,0.286,0.0,0.0979,0.355,76.826,country
36,263266,0.256,0.648,10,-4.237,0.0382,0.0202,0.0,0.299,0.331,179.688,world-music
67,234374,0.48,0.615,2,-6.006,0.0328,0.547,0.0,0.139,0.33,79.948,pop
1,159546,0.757,0.688,9,-4.546,0.112,0.226,0.0,0.237,0.704,155.994,rock
50,309775,0.69,0.792,2,-5.204,0.0644,0.117,0.0,0.648,0.809,125.947,sertanejo
54,168073,0.611,0.618,9,-6.573,0.0655,0.0029,0.000757,0.24,0.515,99.999,dub
45,106909,0.772,0.802,5,-4.861,0.461,0.0295,0.0,0.227,0.531,109.596,german
30,222613,0.747,0.521,2,-9.483,0.0325,0.638,0.0304,0.118,0.498,120.035,afrobeat
29,68533,0.382,0.904,2,-3.421,0.0618,0.271,0.762,0.0943,0.251,113.701,garage
0,210093,0.775,0.794,0,-4.167,0.0486,0.162,0.0,0.337,0.84,94.018,reggae
56,147326,0.84,0.529,6,-7.521,0.297,0.241,3.67e-05,0.111,0.581,67.432,dancehall
37,242857,0.423,0.237,10,-15.965,0.114,0.846,3.98e-06,0.0575,0.474,78.443,songwriter
31,223960,0.574,0.885,5,-4.789,0.0567,0.0796,0.0,0.381,0.966,80.492,party
79,203506,0.459,0.891,10,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837,emo
68,123949,0.796,0.727,1,-4.726,0.04,0.793,2.49e-05,0.0858,0.818,104.98,indie
43,229253,0.665,0.717,2,-5.429,0.0864,0.581,0.0,0.149,0.691,162.044,gospel
23,158745,0.304,0.985,9,-4.337,0.193,0.000164,0.0632,0.23,0.0381,134.232,death-metal
17,123906,0.789,0.767,7,-7.056,0.127,0.00224,0.76,0.0906,0.937,95.011,breakbeat
32,143444,0.711,0.528,2,-11.217,0.0504,0.00378,0.863,0.131,0.0863,107.976,study
57,303304,0.614,0.33,9,-11.539,0.0894,0.688,4.53e-05,0.137,0.726,126.019,pop-film
65,208017,0.663,0.827,9,-3.135,0.0372,0.0185,0.00104,0.265,0.395,104.985,chill
37,216600,0.572,0.552,2,-9.699,0.123,0.557,0.0,0.0614,0.231,122.656,german
49,463700,0.431,0.916,11,-8.012,0.0602,9.98e-05,0.755,0.396,0.355,135.986,minimal-techno
44,182090,0.716,0.124,0,-12.602,0.0394,0.926,0.0,0.103,0.496,120.015,songwriter
0,202876,0.732,0.758,11,-1.694,0.189,0.214,0.0,0.388,0.78,98.007,latino
37,217626,0.741,0.295,9,-11.044,0.0446,0.0245,0.0,0.142,0.236,125.936,singer-songwriter
17,158856,0.43,0.827,0,-4.62,0.496,0.00102,0.855,0.188,0.216,174.92,happy
21,255843,0.453,0.778,1,-5.626,0.0367,0.00033,0.0,0.122,0.133,159.676,hardstyle
51,228999,0.666,0.408,11,-7.756,0.0285,0.743,0.0,0.11,0.324,119.955,world-music
