popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
1,218733,0.398,0.546,10,-5.548,0.0354,0.365,0.00012,0.125,0.353,132.985,psych-rock
79,181106,0.822,0.736,1,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,reggaeton
46,230986,0.503,0.722,7,-5.813,0.0248,0.00214,8.15e-06,0.116,0.616,99.966,hard-rock
1,154560,0.616,0.841,5,-4.779,0.076,0.0559,0.00217,0.417,0.714,110.029,edm
55,268536,0.497,0.454,10,-9.386,0.0303,0.543,0.0,0.0966,0.323,164.012,cantopop
28,211470,0.617,0.696,10,-6.45,0.314,0.471,0.0,0.118,0.841,66.436,dancehall
10,436680,0.707,0.886,10,-9.006,0.0422,0.0018,0.0627,0.305,0.63,125.185,chicago-house
18,559093,0.599,0.926,1,-17.575,0.0538,0.0759,0.935,0.494,0.226,126.972,idm
0,259370,0.529,0.825,4,-4.454,0.0324,0.158,0.0131,0.385,0.227,93.969,country
17,327560,0.238,0.898,10,-5.789,0.0817,1.12e-05,0.862,0.165,0.364,186.218,black-metal
48,280880,0.262,0.339,2,-11.138,0.031,0.809,0.0,0.342,0.151,126.719,gospel
26,224133,0.592,0.982,3,-3.715,0.0677,0.0028,0.146,0.296,0.528,117.03,heavy-metal
16,269626,0.499,0.279,4,-15.411,0.0563,0.926,0.000234,0.682,0.381,127.877,tango
22,280013,0.514,0.812,7,-5.674,0.0388,0.000603,0.000531,0.277,0.36,172.941,drum-and-bass
83,163854,0.697,0.875,5,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,piano
11,325517,0.595,0.943,6,-1.664,0.0448,0.0175,7.31e-05,0.0902,0.741,174.028,breakbeat
40,241766,0.469,0.741,8,-6.445,0.0885,0.00309,0.93,0.185,0.0704,140.038,dubstep
10,160625,0.614,0.478,0,-11.096,0.0717,0.475,0.936,0.112,0.285,79.986,study
0,154440,0.492,0.145,2,-14.504,0.0422,0.872,9.68e-06,0.107,0.218,90.078,acoustic
7,231529,0.944,0.608,4,-3.989,0.085,0.386,0.0,0.106,0.642,113.355,funk
19,278800,0.666,0.368,1,-10.931,0.0263,0.767,0.0,0.106,0.472,100.077,cantopop
5,218826,0.825,0.807,6,-5.753,0.095,0.0741,4.79e-06,0.138,0.816,103.053,reggae
39,172834,0.57,0.817,8,-4.657,0.0701,0.214,0.0,0.0771,0.776,174.241,mpb
2,182439,0.703,0.837,8,-3.606,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,house
21,108186,0.68,0.152,8,-10.945,0.19,0.885,0.0,0.176,0.529,138.624,bluegrass
59,122336,0.778,0.743,6,-4.506,0.0288,0.356,0.0,0.259,0.834,121.956,hip-hop
34,312800,0.433,0.735,8,-3.535,0.0358,0.00764,0.0,0.0935,0.22,126.724,heavy-metal
24,330292,0.409,0.942,11,-4.472,0.0848,0.000608,0.0729,0.123,0.141,92.459,goth
12,178500,0.612,0.655,0,-8.237,0.292,0.788,0.901,0.138,0.454,76.046,study
40,258359,0.394,0.266,3,-12.948,0.0518,0.845,3.71e-05,0.097,0.264,134.238,mandopop
0,205133,0.309,0.564,6,-6.955,0.038,0.119,0.00175,0.111,0.488,179.106,funk
18,271253,0.349,0.987,5,-3.738,0.134,0.000193,0.934,0.417,0.42,174.977,drum-and-bass
35,243200,0.414,0.975,1,-2.331,0.27,0.00741,0.871,0.191,0.206,150.063,dubstep
0,229826,0.714,0.671,5,-5.119,0.362,0.292,0.0,0.325,0.641,169.727,latin
9,545400,0.501,0.476,7,-16.44,0.0686,0.000101,0.689,0.101,0.0469,97.903,detroit-techno
38,179373,0.691,0.869,2,-7.51,0.12,0.283,0.000423,0.103,0.708,119.861,rockabilly
71,189866,0.675,0.588,3,-7.168,0.177,0.789,0.0,0.95,0.879,79.989,afrobeat
0,161266,0.685,0.886,0,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,house
0,182626,0.572,0.75,1,-5.042,0.0604,0.0946,0.0,0.378,0.475,144.081,edm
0,164000,0.488,0.156,0,-11.457,0.0922,0.981,0.00855,0.116,0.402,130.864,romance
52,469995,0.775,0.474,7,-15.341,0.0636,0.00963,0.943,0.108,0.0376,120.01,minimal-techno
19,284640,0.326,0.885,9,-1.975,0.0672,0.244,0.208,0.431,0.75,183.467,j-idol
50,206250,0.455,0.953,6,-3.784,0.0895,0.00988,0.329,0.247,0.243,127.284,progressive-house
1,202053,0.476,0.979,4,-3.504,0.133,0.00142,0.00686,0.0944,0.394,140.408,alt-rock
0,255840,0.719,0.934,9,-3.242,0.0858,0.213,0.0,0.177,0.619,104.095,electro
12,93813,0.158,0.967,5,-6.834,0.125,1.3e-05,0.898,0.809,0.0391,132.053,grindcore
33,565960,0.523,0.984,1,-9.015,0.0373,0.0185,0.9,0.133,0.824,149.836,trance
60,215647,0.602,0.483,1,-10.294,0.209,0.705,2.76e-06,0.0879,0.237,85.117,chill
69,219506,0.683,0.691,8,-5.535,0.0432,0.243,0.0,0.14,0.732,179.91,reggaeton
17,182280,0.549,0.875,11,-6.932,0.0417,0.005,0.311,0.27,0.752,128.996,breakbeat
35,210133,0.769,0.669,6,-6.423,0.0501,0.0183,0.0,0.316,0.842,134.0,punk-rock
56,149749,0.702,0.326,1,-11.575,0.0313,0.731,0.000287,0.146,0.556,110.022,indie
10,245506,0.57,0.889,0,-8.253,0.0777,0.00353,0.505,0.0709,0.782,126.261,chicago-house
45,183639,0.606,0.739,0,-6.331,0.0352,0.605,0.0,0.268,0.897,158.018,sertanejo
23,259799,0.521,0.878,7,-3.337,0.0346,0.0146,0.0,0.296,0.62,89.995,j-idol
21,267626,0.501,0.88,6,-7.465,0.0517,0.00845,0.57,0.103,0.141,137.971,industrial
0,201280,0.896,0.859,11,-4.232,0.21,0.154,0.000109,0.212,0.938,93.016,latin
59,159666,0.828,0.638,1,-5.346,0.0767,0.285,7.27e-05,0.133,0.525,113.486,trip-hop
28,288386,0.686,0.772,9,-6.848,0.0417,0.157,3.81e-06,0.109,0.572,87.418,salsa
46,125123,0.749,0.487,6,-10.473,0.0943,0.879,0.000225,0.0999,0.756,85.959,indian
20,166693,0.357,0.986,2,-5.393,0.0654,4e-05,0.132,0.302,0.617,145.307,heavy-metal
55,234093,0.394,0.99,10,-0.589,0.188,0.0365,0.0,0.174,0.269,188.954,j-rock
33,198665,0.784,0.891,5,-3.042,0.232,0.0613,0.000216,0.115,0.394,149.933,hardstyle
43,428102,0.187,0.587,5,-7.662,0.0472,0.0154,9.92e-06,0.105,0.0716,75.237,world-music
60,146720,0.496,0.703,7,-6.905,0.0376,0.525,2.08e-06,0.305,0.936,130.915,psych-rock
48,402052,0.342,0.477,1,-9.166,0.031,0.00985,0.0,0.136,0.218,148.855,world-music
0,203626,0.822,0.703,11,-8.464,0.24,0.192,0.0,0.0816,0.536,105.155,hardcore
28,247222,0.389,0.272,9,-10.245,0.0328,0.861,0.0,0.0498,0.379,88.035,show-tunes
0,175704,0.596,0.143,7,-17.614,0.106,0.953,0.000462,0.113,0.526,108.06,romance
30,288733,0.602,0.715,6,-9.923,0.055,0.00179,0.641,0.0653,0.309,143.067,hardstyle
20,228115,0.703,0.859,6,-3.991,0.0752,0.222,0.0,0.174,0.867,82.069,afrobeat
7,94080,0.142,0.1,6,-22.422,0.0332,0.95,0.132,0.314,0.278,83.817,classical
33,222268,0.83,0.615,2,-7.185,0.0413,0.00571,0.542,0.0513,0.947,115.009,electronic
34,210758,0.44,0.938,11,-4.294,0.0447,7.2e-05,0.000114,0.267,0.34,97.746,heavy-metal
26,194443,0.656,0.775,1,-3.788,0.186,0.654,0.0,0.172,0.682,91.388,dancehall
46,185360,0.549,0.945,1,-4.534,0.295,0.00636,0.0,0.106,0.453,105.3,punk
72,328992,0.401,0.553,5,-8.263,0.0337,0.47,2.96e-06,0.124,0.364,79.144,pop
25,250493,0.51,0.846,5,-3.199,0.0474,0.221,1.04e-06,0.29,0.832,159.894,j-idol
4,329226,0.736,0.506,0,-15.73,0.0465,0.00203,0.00633,0.0882,0.441,110.004,chicago-house
27,223200,0.744,0.391,2,-11.858,0.0796,0.0117,1.18e-06,0.0785,0.803,165.919,dancehall
67,275614,0.486,0.948,9,-1.59,0.122,0.0242,0.0286,0.137,0.507,170.015,j-pop
48,308135,0.567,0.671,10,-7.668,0.0397,0.492,5.86e-05,0.102,0.313,117.919,indian
17,219013,0.622,0.312,4,-16.105,0.0315,0.902,0.401,0.109,0.228,80.514,british
1,237333,0.535,0.547,1,-6.51,0.037,0.533,1.49e-06,0.123,0.477,115.146,j-pop
37,429797,0.491,0.622,9,-7.937,0.0656,0.0371,0.776,0.116,0.231,144.992,trance
56,152000,0.69,0.608,9,-8.006,0.0311,0.00529,0.00473,0.193,0.33,102.984,deep-house
46,205533,0.474,0.0801,7,-21.241,0.0456,0.992,0.887,0.113,0.138,67.516,new-age
42,266306,0.391,0.902,9,-4.128,0.0528,0.464,0.0,0.941,0.775,141.233,pagode
53,240080,0.596,0.707,1,-6.825,0.049,0.111,0.0,0.0926,0.262,133.858,j-pop
67,102986,0.765,0.291,2,-14.456,0.0397,0.787,0.000446,0.149,0.806,115.751,singer-songwriter
79,202620,0.626,0.88,9,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,dance
50,175716,0.683,0.887,8,-5.147,0.0321,0.707,0.0,0.281,0.891,148.799,forro
49,229714,0.203,0.742,5,-2.261,0.0371,0.000762,0.865,0.336,0.163,139.774,dubstep
39,217840,0.442,0.515,4,-8.239,0.0385,0.753,0.0,0.133,0.575,169.595,mpb
57,324480,0.277,0.925,11,-3.532,0.0586,3.82e-06,8.36e-06,0.0877,0.36,178.036,metal
76,152214,0.602,0.642,2,-5.404,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,indie
5,377626,0.871,0.418,9,-10.82,0.165,0.000817,0.768,0.0712,0.826,120.966,detroit-techno
42,176253,0.473,0.361,7,-12.468,0.0293,0.732,0.922,0.584,0.246,95.012,new-age
43,219573,0.606,0.488,7,-7.339,0.0255,0.597,0.0982,0.184,0.468,81.019,singer-songwriter
22,133558,0.463,0.904,4,-4.702,0.0428,0.0102,5.24e-06,0.315,0.886,175.031,power-pop
0,173137,0.739,0.723,5,-4.972,0.0338,0.288,0.0,0.119,0.429,124.03,german
31,185266,0.742,0.931,5,-4.946,0.038,0.00707,0.000266,0.157,0.945,134.957,disco
59,191533,0.336,0.217,9,-9.4,0.0487,0.662,0.0,0.315,0.302,77.158,show-tunes
17,98242,0.432,0.526,4,-12.49,0.0612,0.0513,0.000105,0.0887,0.251,129.56,anime
61,150000,0.735,0.915,0,-5.082,0.0475,0.0456,0.000152,0.238,0.615,124.007,german
59,172440,0.613,0.46,9,-13.006,0.0316,0.31,0.0044,0.136,0.759,93.846,psych-rock
45,155216,0.705,0.935,9,-3.298,0.169,0.567,0.0,0.947,0.862,164.018,sertanejo
58,301013,0.505,0.827,0,-5.517,0.0456,0.00626,1.07e-05,0.112,0.0974,114.987,metalcore
52,238226,0.498,0.709,0,-3.135,0.0325,0.00815,0.0,0.127,0.439,112.628,grunge
11,203466,0.589,0.983,2,-3.069,0.11,0.00221,0.868,0.417,0.391,132.082,breakbeat
40,221354,0.584,0.935,1,-4.701,0.0489,0.0351,0.0,0.589,0.772,107.967,forro
87,215506,0.442,0.612,2,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,pop
36,388893,0.678,0.55,2,-9.181,0.0324,0.613,0.000907,0.113,0.654,122.03,punk
0,230746,0.569,0.695,6,-5.808,0.0423,0.00148,0.00221,0.376,0.506,125.098,edm
29,178000,0.487,0.951,2,-6.031,0.115,0.000442,0.231,0.143,0.399,94.294,heavy-metal
19,171560,0.499,0.675,11,-8.283,0.148,0.766,0.0,0.497,0.596,120.876,tango
62,225546,0.175,0.995,6,1.023,0.211,0.000145,2.5e-06,0.214,0.303,184.066,hardcore
22,203164,0.555,0.995,2,-1.283,0.289,0.0229,4.52e-05,0.18,0.389,158.114,hardstyle
27,189946,0.31,0.84,2,-5.122,0.042,0.00113,0.0167,0.195,0.495,118.289,psych-rock
23,578680,0.397,0.468,5,-8.151,0.0521,0.414,0.0,0.0971,0.266,135.012,world-music
55,198102,0.519,0.794,9,-5.063,0.0419,0.00327,0.0056,0.0974,0.114,75.0,electronic
0,230280,0.779,0.675,11,-4.976,0.0485,0.138,0.0,0.105,0.63,91.006,reggae
36,202718,0.607,0.695,0,-9.537,0.0567,0.163,4.26e-06,0.109,0.594,150.061,k-pop
66,174056,0.756,0.713,3,-6.91,0.122,0.365,0.000153,0.228,0.597,92.039,pop
19,180468,0.499,0.682,2,-6.07,0.152,0.155,0.0,0.327,0.783,106.823,j-dance
65,177626,0.538,0.87,8,-7.739,0.0533,0.000123,8.56e-06,0.155,0.541,145.02,trance
46,186506,0.622,0.622,10,-7.259,0.0289,0.0056,0.0,0.326,0.257,102.055,dub
59,123360,0.416,0.341,9,-10.749,0.0391,0.864,0.0,0.724,0.776,177.229,jazz
18,224133,0.551,0.934,11,-7.0,0.0483,0.000544,0.845,0.0673,0.153,138.027,trance
59,120027,0.708,0.213,7,-8.266,0.0396,0.924,0.00118,0.111,0.109,80.02,sad
13,155840,0.226,0.995,2,-5.056,0.128,4.15e-05,0.293,0.349,0.0739,106.502,grindcore
2,184390,0.692,0.883,7,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984,pop
41,247160,0.65,0.577,4,-8.728,0.0426,0.543,1.23e-06,0.18,0.373,81.986,jazz
52,259739,0.537,0.504,9,-8.527,0.0256,0.309,3.39e-06,0.0852,0.248,91.013,disco
24,254370,0.662,0.519,9,-6.684,0.0301,0.538,1.05e-06,0.0668,0.526,123.942,malay
48,191973,0.549,0.343,3,-9.816,0.0297,0.495,0.0,0.703,0.388,70.82,sertanejo
0,244053,0.79,0.606,4,-7.699,0.0519,0.014,0.00488,0.133,0.903,135.276,alternative
17,392656,0.392,0.932,1,-4.47,0.0708,2.48e-06,0.728,0.317,0.356,117.961,black-metal
13,176320,0.612,0.463,0,-12.575,0.0347,0.743,3.49e-05,0.141,0.535,119.23,honky-tonk
15,54031,0.276,0.983,7,-6.298,0.14,5.29e-05,0.897,0.437,0.206,122.984,grindcore
46,249773,0.497,0.792,1,-6.655,0.0333,0.044,0.905,0.0902,0.204,139.979,j-rock
54,292666,0.465,0.391,11,-8.029,0.0304,0.758,0.0,0.112,0.152,133.025,mandopop
51,237746,0.424,0.895,11,-4.353,0.0428,0.117,0.0,0.0843,0.505,165.917,grunge
0,377746,0.636,0.67,9,-10.958,0.257,0.582,0.0,0.0453,0.572,115.577,british
57,252400,0.511,0.952,1,-4.243,0.0754,1.37e-05,0.00201,0.135,0.557,147.999,metalcore
61,246713,0.613,0.843,1,-1.702,0.0505,0.0491,4.29e-05,0.0646,0.821,142.996,anime
57,294933,0.335,0.92,1,-4.086,0.0986,0.00118,0.0,0.354,0.246,83.117,anime
43,194181,0.742,0.835,6,-3.501,0.0355,0.222,0.0,0.111,0.664,110.03,deep-house
55,209306,0.514,0.637,0,-6.418,0.0363,0.213,2.24e-06,0.389,0.18,80.401,grunge
34,294164,0.745,0.808,4,-5.696,0.098,0.482,3.2e-05,0.985,0.864,93.356,salsa
59,269200,0.703,0.781,8,-6.876,0.0468,0.194,0.000368,0.0928,0.679,94.014,pop-film
49,232500,0.436,0.977,6,-0.562,0.217,0.000207,0.914,0.12,0.335,174.086,breakbeat
0,209146,0.776,0.629,0,-6.09,0.0505,0.0268,0.0,0.114,0.104,97.066,reggae
29,241346,0.52,0.769,5,-6.992,0.0437,0.625,5.05e-05,0.134,0.563,92.147,psych-rock
44,247729,0.337,0.309,2,-15.671,0.035,0.973,0.961,0.0636,0.0356,113.48,british
0,157386,0.511,0.44,5,-9.11,0.0308,0.742,1.05e-05,0.328,0.611,103.965,soul
24,284947,0.713,0.494,9,-12.139,0.0373,0.329,0.00563,0.0985,0.462,90.026,bluegrass
37,148586,0.533,0.155,2,-16.837,0.0376,0.888,0.0,0.108,0.592,134.019,folk
3,147598,0.753,0.733,0,-3.715,0.056,0.253,0.0,0.398,0.156,92.064,latin
39,166000,0.752,0.44,2,-8.136,0.035,0.477,0.222,0.0844,0.406,101.969,mpb
43,246013,0.709,0.839,7,-8.403,0.0367,0.159,0.00209,0.301,0.864,113.186,r-n-b
59,249248,0.651,0.476,0,-7.131,0.028,0.739,0.0,0.103,0.365,133.964,mandopop
17,191333,0.555,0.651,2,-13.099,0.033,0.107,0.00953,0.325,0.534,160.037,happy
1,219440,0.54,0.988,0,-2.429,0.0341,0.017,0.00538,0.339,0.963,137.97,party
0,190217,0.609,0.801,1,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,dance
74,221075,0.66,0.689,4,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,alternative
1,357266,0.356,0.917,9,-6.005,0.0487,0.0336,0.0,0.406,0.523,171.172,alt-rock
24,180346,0.546,0.844,4,-8.612,0.0423,0.0199,1.09e-05,0.355,0.561,137.545,heavy-metal
33,269440,0.359,0.869,9,-3.689,0.0415,0.000245,0.488,0.101,0.274,202.085,heavy-metal
60,309306,0.457,0.93,2,-4.544,0.0673,0.0309,6.27e-05,0.135,0.294,139.819,goth
26,177859,0.454,0.948,0,-4.149,0.08,0.00633,0.00181,0.188,0.302,167.944,hardstyle
45,215730,0.723,0.65,11,-5.237,0.481,0.37,0.0,0.0873,0.378,87.947,funk
48,279272,0.663,0.41,8,-7.652,0.425,0.759,0.0,0.0916,0.652,112.372,funk
45,178272,0.486,0.492,3,-5.865,0.0489,0.739,0.0,0.233,0.95,109.086,r-n-b
20,69960,0.487,0.874,7,-11.838,0.0322,4.17e-06,0.942,0.107,0.965,113.815,grindcore
0,185053,0.714,0.826,7,-3.897,0.0385,0.318,1.63e-05,0.216,0.742,91.997,reggaeton
0,159123,0.87,0.479,9,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059,dance
51,187186,0.602,0.547,0,-6.954,0.0304,0.011,0.0,0.117,0.508,131.942,punk
10,128063,0.52,0.439,9,-11.75,0.0316,0.701,0.000645,0.124,0.843,163.286,honky-tonk
5,72533,0.715,0.646,6,-14.831,0.0509,0.0393,0.0345,0.139,0.758,130.563,detroit-techno
10,78066,0.86,0.279,0,-12.484,0.0585,0.218,0.0,0.0908,0.986,97.429,kids
64,124805,0.0627,0.00202,5,-37.486,0.0467,0.984,0.88,0.113,0.0397,67.996,sleep
63,123200,0.492,0.217,2,-20.032,0.132,0.865,2.73e-06,0.14,0.159,138.809,emo
50,192000,0.425,0.926,8,-3.269,0.114,0.0146,1.62e-05,0.161,0.376,150.038,happy
12,666000,0.801,0.434,6,-17.26,0.0738,0.101,0.861,0.118,0.168,112.868,detroit-techno
73,221120,0.495,0.326,7,-12.29,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,songwriter
1,171978,0.706,0.525,4,-8.879,0.0298,0.682,9.34e-05,0.175,0.73,89.945,rock
41,182773,0.296,0.947,6,-3.766,0.0705,0.0382,0.000254,0.198,0.573,176.043,punk-rock
0,140773,0.64,0.663,0,-7.516,0.0373,0.201,0.00806,0.152,0.665,132.768,country
50,208868,0.643,0.905,10,-3.732,0.0587,0.34,3.5e-06,0.342,0.606,104.267,sertanejo
8,378600,0.913,0.846,10,-6.203,0.0831,0.0131,0.92,0.152,0.672,123.999,chicago-house
29,264666,0.347,0.938,8,-2.43,0.0676,0.0353,0.00644,0.348,0.475,175.959,garage
60,154606,0.721,0.519,8,-7.407,0.0324,0.439,0.0,0.134,0.531,124.171,french
0,232786,0.396,0.44,0,-9.062,0.0459,0.915,5.1e-05,0.697,0.18,105.145,brazil
0,251346,0.323,0.164,5,-16.185,0.0348,0.982,0.927,0.0825,0.245,74.747,new-age
20,255800,0.404,0.962,2,-3.308,0.0774,0.000647,0.000178,0.0924,0.409,150.028,industrial
57,162382,0.549,0.946,11,-5.031,0.0395,5.97e-05,0.0101,0.124,0.189,123.995,deep-house
43,189921,0.57,0.753,11,-5.979,0.0512,0.0241,0.0,0.415,0.39,127.033,progressive-house
54,174186,0.313,0.757,11,-3.379,0.0433,0.375,0.0,0.58,0.37,158.553,sertanejo
5,204186,0.71,0.598,0,-12.083,0.0361,0.0268,0.451,0.111,0.294,135.376,detroit-techno
39,208293,0.653,0.764,11,-5.163,0.0303,0.514,0.0,0.137,0.663,143.914,forro
5,279613,0.734,0.531,1,-5.662,0.0321,0.196,0.0,0.119,0.199,130.025,hip-hop
7,430755,0.779,0.694,11,-6.098,0.049,0.000167,0.135,0.0675,0.24,125.996,chicago-house
54,175040,0.115,0.328,7,-11.154,0.0416,0.911,0.771,0.101,0.0611,51.096,opera
30,159600,0.55,0.333,7,-12.029,0.162,0.589,0.000373,0.0665,0.704,101.668,salsa
31,172245,0.449,0.36,2,-11.251,0.0516,0.929,0.0224,0.165,0.392,69.604,tango
42,158360,0.539,0.481,1,-11.066,0.0262,0.832,0.0,0.0565,0.235,84.998,indian
6,403830,0.773,0.734,7,-10.849,0.0471,0.00106,0.834,0.117,0.499,123.953,detroit-techno
43,214491,0.618,0.869,5,-6.875,0.0358,0.376,0.0,0.307,0.964,91.381,pagode
40,301000,0.774,0.745,8,-6.335,0.0382,0.0127,4.11e-05,0.327,0.567,100.464,turkish
35,188133,0.344,0.913,2,-6.792,0.0624,0.000809,0.0292,0.276,0.687,171.981,ska
40,302160,0.548,0.486,4,-8.236,0.0302,0.136,0.000127,0.135,0.0696,130.316,hard-rock
41,176326,0.684,0.832,7,-7.19,0.138,0.000363,0.232,0.0978,0.403,195.962,edm
22,444923,0.719,0.959,11,-7.686,0.0573,0.154,0.885,0.129,0.482,129.994,electronic
30,432214,0.683,0.758,2,-5.135,0.047,0.00821,0.846,0.23,0.0398,140.011,trance
40,235327,0.476,0.771,9,-5.846,0.0412,0.0294,0.0136,0.553,0.164,128.018,progressive-house
57,215933,0.587,0.739,0,-5.762,0.0365,0.0539,2.08e-06,0.049,0.549,100.005,world-music
40,210706,0.602,0.536,9,-7.491,0.0293,0.0266,0.0,0.366,0.463,130.085,mpb
51,277500,0.676,0.885,1,-2.946,0.0658,0.00425,0.861,0.0519,0.185,128.04,dubstep
42,229354,0.729,0.821,0,-2.986,0.0333,0.341,2.67e-05,0.0936,0.76,124.053,forro
3,177720,0.539,0.508,10,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,singer-songwriter
55,200640,0.149,0.243,9,-13.188,0.0305,0.3,0.00506,0.12,0.215,174.451,hard-rock
27,219692,0.403,0.917,6,-5.785,0.072,0.000155,0.886,0.0689,0.0369,173.409,breakbeat
1,368208,0.0647,0.996,4,-4.623,0.392,0.0355,8.62e-06,0.198,0.03,206.761,iranian
0,129817,0.748,0.841,7,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,dance
60,240017,0.711,0.673,5,-5.89,0.0336,0.25,0.0,0.214,0.393,109.992,pop-film
22,261213,0.316,0.908,1,-8.746,0.0489,8.26e-05,0.241,0.12,0.564,177.052,black-metal
49,186458,0.744,0.555,5,-7.92,0.11,0.226,0.0,0.262,0.853,149.909,emo
46,227582,0.437,0.993,8,-4.864,0.0838,0.0187,0.107,0.285,0.304,138.012,dub
44,192693,0.5,0.831,5,-4.582,0.0383,0.00718,0.0,0.275,0.813,169.874,punk-rock
63,168648,0.723,0.646,5,-7.973,0.102,0.0206,0.352,0.0994,0.443,110.971,electro
40,252106,0.638,0.352,2,-10.593,0.0272,0.27,5.12e-05,0.0867,0.491,106.01,samba
40,169821,0.633,0.476,10,-11.502,0.0265,0.606,0.00147,0.179,0.284,111.964,songwriter
47,122935,0.799,0.804,8,-7.922,0.139,0.111,1.31e-05,0.197,0.798,165.019,emo
29,138973,0.653,0.437,2,-16.212,0.034,0.572,0.000141,0.247,0.772,77.806,rockabilly
0,132000,0.768,0.767,5,-8.06,0.0358,0.194,0.0,0.121,0.457,125.029,edm
31,300000,0.201,0.896,1,-6.664,0.0502,0.00106,0.00537,0.181,0.385,127.975,trance
22,198493,0.358,0.603,1,-7.503,0.0932,0.581,0.0,0.0921,0.325,123.042,disney
55,127200,0.565,0.24,10,-18.678,0.0439,0.931,0.912,0.379,0.0827,114.93,chill
45,196571,0.712,0.646,5,-4.23,0.182,0.116,0.0,0.123,0.607,104.998,progressive-house
61,167594,0.498,0.871,2,-4.593,0.0494,0.000483,0.0,0.279,0.613,150.035,anime
78,237000,0.916,0.72,0,-8.548,0.1,0.36,0.00016,0.0958,0.76,103.312,reggae
22,183200,0.357,0.273,0,-16.756,0.0426,0.945,0.758,0.25,0.196,145.498,new-age
32,293477,0.722,0.808,11,-5.432,0.0332,0.392,0.0,0.077,0.918,92.629,salsa
47,240200,0.557,0.898,11,-5.109,0.25,0.551,0.0,0.81,0.827,109.246,alt-rock
23,204826,0.405,0.482,2,-6.484,0.0272,0.148,0.0,0.0816,0.449,148.64,blues
16,252000,0.69,0.74,7,-7.452,0.0316,0.0375,0.614,0.163,0.537,99.97,idm
53,243373,0.247,0.458,4,-10.509,0.0322,0.105,3.33e-05,0.283,0.465,171.923,psych-rock
46,209274,0.575,0.518,11,-8.933,0.0282,0.284,0.938,0.104,0.439,124.029,garage
35,131866,0.725,0.74,2,-4.637,0.0742,0.373,0.0,0.0644,0.961,91.997,rock-n-roll
61,282920,0.624,0.857,10,-6.25,0.0542,0.0208,0.206,0.11,0.324,131.926,metal
33,326626,0.7,0.568,11,-9.804,0.1,0.0012,0.000305,0.887,0.861,145.495,hardcore
20,517600,0.403,0.693,2,-7.506,0.0301,0.0091,0.479,0.93,0.169,95.052,black-metal
61,244040,0.42,0.823,1,-4.889,0.0434,0.00985,0.0,0.103,0.517,163.997,world-music
47,198066,0.662,0.669,6,-6.398,0.0437,0.54,0.0,0.0715,0.844,155.951,pagode
58,144590,0.613,0.874,4,-5.912,0.262,0.0173,0.0,0.839,0.392,121.995,deep-house
65,241448,0.531,0.431,2,-8.937,0.037,0.868,2.47e-05,0.127,0.19,107.99,pop-film
1,198014,0.679,0.764,6,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,house
44,219777,0.522,0.709,5,-10.67,0.0433,0.482,0.0,0.701,0.816,145.275,pagode
0,188373,0.826,0.44,0,-6.895,0.0338,0.781,0.0,0.107,0.803,124.76,latin
5,356806,0.812,0.928,6,-7.541,0.086,2.79e-05,0.905,0.0864,0.104,124.983,chicago-house
41,144600,0.736,0.725,5,-5.403,0.0357,0.00763,0.0391,0.132,0.44,99.967,deep-house
37,147200,0.643,0.94,1,-3.823,0.33,0.023,5.76e-05,0.165,0.279,150.168,dub
1,148866,0.234,0.152,10,-17.391,0.0361,0.993,0.154,0.105,0.0668,67.28,iranian
54,145635,0.779,0.392,10,-10.749,0.0955,0.479,0.0,0.0988,0.884,150.036,sad
63,211290,0.655,0.473,8,-9.806,0.0267,0.842,0.0323,0.167,0.572,92.962,indie
17,154240,0.439,0.706,7,-4.388,0.0418,0.922,0.0,0.363,0.802,105.272,tango
0,305906,0.58,0.916,3,-4.357,0.0387,0.000295,0.0255,0.126,0.68,118.002,metal
39,220813,0.537,0.784,5,-3.734,0.0329,9.01e-06,0.288,0.101,0.0384,93.988,club
3,277106,0.627,0.675,5,-7.125,0.212,0.125,0.0,0.0784,0.961,79.31,reggaeton
36,310906,0.574,0.735,0,-7.668,0.0346,0.244,0.0229,0.4,0.544,116.06,folk
35,408869,0.81,0.42,8,-9.689,0.0585,0.00349,0.547,0.108,0.0362,123.008,minimal-techno
0,224306,0.548,0.809,11,-4.001,0.0328,0.000298,2.96e-06,0.156,0.409,133.984,alt-rock
50,208352,0.802,0.755,10,-4.804,0.106,0.0499,0.0,0.0781,0.636,105.983,dancehall
